SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	Other
S731CT6-S39	WT	Pan-CT6	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	1.66214829546656	0	0	0	0.383699569557427	2.78085134268587	0	0	0	0	1.61550885064438	2.06854493120184	0	1.09747003175993	1.2032435050993	1.31752417352554	0	2.27985820811526	0	2.05233393847497	0.232914175766516	0.328182241707596	0	0	1.17981114888081	0	0	0	0	0	0.301029995663981
S731CT7-S40	WT	Pan-CT7	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	1.47336922721936	0	0	0	0.580520313471853	2.71911734881097	0.152090982651915	0	0	0.923611654136545	1.19794716528935	2.24702242967788	0	1.40736348775522	1.61956454843215	0.866573153166181	0	2.36518595102248	0	2.01446634002056	0.432917592227609	0.569336146519339	0	0	1.24022707135247	0	0	0	0	0	0
S731CT8-S41	WT	Pan-CT8	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	1.93693512014861	0	0	0	0.453120978315896	2.74658398277496	0.142106761745314	0	0	0.0884219027825375	1.94970471280499	2.27623937421606	0	1.0258342041157	0.712758288821652	1.23044892137827	0	2.11705735748301	0	1.44161912808893	0	0.171396137847301	0	0	1.1550420323888	0	0	0	0	0	0
S731CT9-S42	WT	Pan-CT9	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	1.620908074583	0	0	0	0.731354777313311	2.71088134379053	2.15130063760776	1.38021124171161	0.958887414485088	0	0.86466416335885	2.25449350133946	1.2418355712723	0.486361911454575	0.443136757409295	1.64567576095524	1.17702422285573	2.21089646932782	0.0527063505160029	1.49541004043197	0.87785416357587	0.820392167221482	1.22296806591096	0	0.561716749649147	0	0	0.834974167094479	0.453120978315896	0.0401172232079824	0.121422162885463
S731SA1-S52	WT	Pan-SA1	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0	0.198834386194241	0.576824167911889	0.121422162885463	0	0.529827605235665	0	0	0	0	0	0.161850819941071	0	0	0	0	0	0.131887596563628	0	0	0	0	0	0	0	0	2.6984092625126	0	0	0	2.21106884261125
S731SA2-S53	WT	Pan-SA2	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0.142106761745314	0.189879543541315	0.432917592227609	0.161850819941071	0	0.207608310501746	0.0884219027825375	0	0	0.0401172232079824	0	0.625909601821492	0	0	0	0	0	0.411728293157671	0	0.0649408069330146	0	0	0	0	0	0	2.79394801925599	0	0	0	2.30486562019517
S731SA3-S54	WT	Pan-SA3	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0.171396137847301	0.232914175766516	0.307978855619309	0.224641649800526	0	1.16088464716905	0	0	0	0	0	0.751676354852022	0	0	0	0.0271522460436148	0	0.417123325044377	0	0.0649408069330146	0	0	0	0	0	0	2.71248676991196	0	0	0.171396137847301	2.22103543757244
S731SA4-S55	WT	Pan-SA4	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0	0.121422162885463	0	0.0997029131922265	0	0.152090982651915	0	0	0	0	0	0.314818280149614	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0997029131922265	2.58283283656755	0	0	0	2.0222553799536
S731SA5-S56	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0	0	0.347487396902983	0.121422162885463	0	0.131887596563628	0	0	0	0	0	0.472426133511283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68646327803041	0	0	0	2.15777837030995
S731SA6-S57	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0.198834386194241	0.272066299728665	0	0.321551662808583	0	0.180736164101445	0.533944171430498	0.052706350516003	0	0	0	0.272066299728665	0	0	0	0	0	0.0997029131922265	0	0	0	0	0	0	0	0.529827605235665	2.57410597863138	0	0	0	2.1758109786446
S731SM1-S43	WT	Pan-SM1	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.61821685307011	0	0	0	0.406265397456169	2.58143945557558	0.0649408069330146	0	0	0	1.50820379439171	2.09330869063008	0	1.89478041509655	1.51723847792764	1.14412205298064	0	2.27445582147565	0.334713108866554	1.5757091622111	0	0.264513161838219	0	0	0.837017909604465	0	0	0	0	1.75710202371676	0.334713108866554
S731SM2-S44	WT	Pan-SM2	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.620908074583	0	0	0	0.353736346179984	2.68464269763798	0.121422162885463	0	0	0	1.66850615325829	2.05837703743063	0	2.00307120489213	1.53517157068902	0.940002070324715	0	2.29864182655622	0.286789556549371	1.75905830847462	0	0.490909539205296	0	0	1.30935538444811	0	0	0	0	1.67566010195598	0
S731SM3-S45	WT	Pan-SM3	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.58015211126082	0	0	0	0.443136757409295	2.60181475586198	0	0	0	0	1.6328163616404	2.12783602195867	0	1.07330437041782	1.34305900984726	1.06494080693301	0	2.20333123249721	0.328182241707596	1.59499813684048	0.0768400302327223	0.427716398541801	0	0	1.0477144049585	0	0	0	0	1.8750612633917	0
S731SM4-S46	WT	Pan-SM4	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.15209098265191	0	0	0	0.632489947132813	2.54935928976692	0	0	0	0	1.44364145761938	0.935149567530303	0	1.53842777699758	1.24503480844237	1.1041345279913	0	2.27985820811526	0.406265397456169	1.69700423222888	0.161850819941071	0.417123325044377	0	0	0.749187554448327	0	0	0	0	1.90466320277432	0
S731SM5-S47	WT	Pan-SM5	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.65134055190334	0	0	0	0.629212237371577	2.6213773285259	0.0884219027825375	0	0	0	1.59924901399413	2.11951130654578	0	1.79934054945358	1.67358567878757	1.44565441363054	0	2.34082776723424	0.256826333171928	1.83884909073726	0.161850819941071	0.395129031338209	0.152090982651915	0	0.73394758789159	0	0	0	0	1.35497541829553	0.383699569557427
S731SM6-S48	WT	Pan-SM6	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.64025697051485	0	0	0	0.591423676482177	2.59400024985186	0.11069829749369	0	0	0	1.83620156635301	2.05813201938074	0	1.75167635485202	1.21192968428439	1.08034713797441	0	2.28475810521872	0.142106761745314	1.72401145894915	0.216208482263664	0.406265397456169	0.161850819941071	0	1.02318605882601	0	0	0	0	1.89029478875151	0
S731SM7-S49	WT	Pan-SM7	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.39850002742392	0	0	0	0.5655431575022	2.44106133254247	0	0	0	0	1.52399806157494	1.54686094453445	0	1.46143074920982	1.16281484804369	1.15797316487787	0	2.17224501429025	0.0997029131922265	1.62424881784003	0.180736164101445	0.334713108866554	0	0	0.916878271477577	0	0.241032065988696	0	0	1.91124354808564	0.550030991323952
S731SM8-S50	WT	Pan-SM8	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.46336309714479	0	0	0	0.443136757409295	2.56993996237177	0	0	0	0.0649408069330146	1.35744300721753	1.68588614242135	0	1.69756678992658	1.46672415468681	1.36536719654861	0	2.24431703207163	0.189879543541315	1.72215606316203	0	0.307978855619309	0	0	0.96652020289972	0	0.321551662808583	0	0	1.31887082416081	0
S731SM9-S51	WT	Pan-SM9	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	1.57867617277348	0	0	0	0.365970802596996	2.62378265795883	0	0	0	0.328182241707596	1.78325792525697	1.89227417452761	0	1.63768336605369	1.29609878068414	1.3713658344837	0	2.40000848086188	0.0997029131922265	1.99208295426426	0.448157558784346	0.328182241707596	0	0	0.952683102083804	0	0.224641649800526	0	0	1.46576650384254	0.598543417605125
