SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Propionibacteriales	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	Other
P731SM9-S146	WT	Pan-SM9	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	0.0327392635628484	0	0	0	0.000392557117060532	0.440174295359975	0	0	0.00349375834183874	0	0.0285781581220068	0.0898170683834498	0	0.0356441862290963	0.0100887179084557	0.0180183716730784	0	0.223679045301091	0.000274789981942373	0.0550757635235927	0.00247310983748135	0.00141320562141792	0.0131899191332339	0	0.000902881369239224	0	0.00137394990971186	0	0	0.0408259401742954	0.0018450184501845
S731ABX1-S90	WT	Pan-ABX1	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	0	0.00186423949994517	0	0.00257703695580656	0	0.00060313630880579	0.000877289176444786	0.000274152867638995	0	0	0	0.00131593376466718	0	0	0	0	0	0.00202873122052857	0	0	0	0	0	0	0	0	0.812040793946705	0	0	0	0.178418686259458
S731ABX2-S91	WT	Pan-ABX2	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	0	0.00154263275991025	0.00168287210172027	0.00102842183994016	0	0.00275804038893044	0.00037397157816006	0	0	0	0	0.00210359012715034	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000981675392670157	0.826243455497382	0	0	0	0.163285340314136
S731ABX3-S92	WT	Pan-ABX3	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	0.00107694592988711	0.00089126559714795	0.000445632798573975	0.00100267379679144	0	0.00189393939393939	0.0467171717171717	0.00839275103980986	0	0	0	0.00371360665478313	0	0	0	0	0	0.00170825906120024	0	0	0	0	0	0	0	0.00445632798573975	0.788138740344623	0.00029708853238265	0	0	0.14126559714795
S731ABX4-S93	WT	Pan-ABX4	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	0.00760374602629092	0.00257754102586133	0	0.00425294269267119	0	0.000902139359051465	0	0	0	0	0	0.000472549188074577	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313600824813128	0.765014176475642	0	0	0	0.216040896984277
S731CT1-S34	WT	Pan-CT1	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0316838151233056	0	0	0	0.00159235668789809	0.39041319614568	0.153927813163482	0.062510207414666	0.0323370896619304	0	0.00379715825575698	0.0388290053895149	0.000775763514617018	8.16593173281071e-05	0	0.00453209211170995	0.00159235668789809	0.197411399640699	0	0.0425036746692798	0.00669606402090479	0.00224563122652295	0.00265392781316348	0	0.00310305405846807	0	0.0016740160052262	0.000816593173281071	0.0208231259186673	0	0
S731CT2-S35	WT	Pan-CT2	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0509791731426795	0	0	0	0.00946675332749315	0.433153417921836	0.103992991776641	0.066549862944019	0.00743210783621104	0	0.0190465425156131	0.181139966654421	0.00367366547037048	0	0.00124339446689462	0.00291067341113968	0.00257156582925933	0.0667476757001159	0.000197812756096872	0.0210811880068952	0.00118687653658123	0.00129991239720801	0.000876027919857575	0	0.0199508294006274	0	0.00113035860626784	0.00274111962019951	0.00262808375957272	0	0
S731CT3-S36	WT	Pan-CT3	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0292002405291642	0	0	0	0.00182802164762477	0.488562838244137	0	0	0	0.00269392663860493	0.0119542994588094	0.0794948887552616	0	0.0899338544798557	0.0220084185207456	0.0195309681298857	0	0.167648827420325	0	0.0727600721587492	0.00307877330126278	0.00161154539987974	0	0	0.00579675285628382	0	0.00149128081779916	0	0	0.000168370414912808	0.00223692122669874
S731CT4-S37	WT	Pan-CT4	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0534570208222104	0	0	0	0.00577282434596903	0.262346502936466	0.153663908168713	0.0355045381740523	0.0146489588894821	0	0.0122797650827549	0.15276294714362	0.00674052322477309	0.000100106780565937	0.000800854244527496	0.00226908702616124	0.0232581420181527	0.218332888414309	0.000100106780565937	0.0214562199679658	0.0181860651361452	0.00610651361452216	0.00734116390816871	0	0.00133475707421249	0	0	0.00213561131873999	0.00140149492792312	0	0
S731CT5-S38	WT	Pan-CT5	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0823875419478903	0	0	0	0.0028656536329701	0.467742543644659	0	0	0	0	0.0951321594208363	0.158101127408469	0	0.0090871384940236	0.00825760717921647	0.0297500094264922	0	0.074959466083481	0.00388371479205158	0.0345009615022058	0.000263941781984088	0.00113117906564609	0	0	0.0319369556200747	0	0	0	0	0	0
S731CT6-S39	WT	Pan-CT6	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0384074554026855	0	0	0	0.00121315724172158	0.515178251399267	0	0	0	0	0.034409550856103	0.0992307480217265	0	0.009843116711241	0.0127932945490639	0.0169014861176211	0	0.161956491769831	0	0.0955637045410681	0.00060657862086079	0.00096501144227853	0	0	0.0120764289062285	0	0	0	0	0	0.000854724420303841
S731CT7-S40	WT	Pan-CT7	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0243975903614458	0	0	0	0.00238225629791895	0.443729463307777	0.000355969331872946	0	0	0.00627053669222344	0.0125410733844469	0.149069003285871	0	0.0208378970427163	0.0345016429353779	0.00539430449069003	0	0.195947426067908	0	0.0869112814895947	0.0014512595837897	0.00230010952902519	0	0	0.0139101861993428	0	0	0	0	0	0
S731CT8-S41	WT	Pan-CT8	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0762589928057554	0	0	0	0.00164028776978417	0.496834532374101	0.000345323741007194	0	0	0.000201438848920863	0.0785611510791367	0.167625899280576	0	0.00857553956834532	0.00371223021582734	0.014273381294964	0	0.115913669064748	0	0.0237697841726619	0	0.000431654676258993	0	0	0.0118561151079137	0	0	0	0	0	0
S731CT9-S42	WT	Pan-CT9	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	0.0333412466038881	0	0	0	0.00358734931813985	0.419403339400174	0.115032576297117	0.0188072063517185	0.00662076969744929	0	0.00517000342908391	0.146105352008652	0.0134525599430245	0.00168816438500699	0.00145076626836538	0.0353459418110839	0.0114742423043444	0.132072485558281	0.000105510274062937	0.0247685368362744	0.00535464640869405	0.00458969692173775	0.0128458758671626	0	0.00216296061829021	0	0	0.00477433990134789	0.00150352140539685	7.91327055472027e-05	0.000263775685157342
S731SA1-S52	WT	Pan-SA1	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0	0.000870785157950752	0.00416041797687582	0.000483769532194862	0	0.00357989453824198	0	0	0	0	0	0.000677277345072807	0	0	0	0	0	0.000532146485414349	0	0	0	0	0	0	0	0	0.747375550287843	0	0	0	0.242320158676407
S731SA2-S53	WT	Pan-SA2	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0.00046582042622569	0.000659912270486394	0.00205737354916346	0.000543457163929972	0	0.000737549008190676	0.000271728581964986	0	0	0.000116455106556422	0	0.00388183688521408	0	0	0	0	0	0.0019021000737549	0	0.000194091844260704	0	0	0	0	0	0	0.747564147354528	0	0	0	0.241605527735725
S731SA3-S54	WT	Pan-SA3	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0.000687789444724655	0.00100875785226283	0.00146728414874593	0.000962905222614517	0	0.0191663991929937	0	0	0	0	0	0.00660277866935669	0	0	0	9.17052592966207e-05	0	0.00229263148241552	0	0.000229263148241552	0	0	0	0	0	0	0.731762116557385	0	0	0.000687789444724655	0.235040579577239
S731SA4-S55	WT	Pan-SA4	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0	0.000660676532769556	0	0.000528541226215645	0	0.000858879492600423	0	0	0	0	0	0.00218023255813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000528541226215645	0.781712473572939	0	0	0	0.213530655391121
S731SA5-S56	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0	0	0.00194115243154884	0.000510829587249694	0	0.000561912545974663	0	0	0	0	0	0.00311606048222313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.767725786677564	0	0	0	0.226144258275439
S731SA6-S57	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	0.00109123976962716	0.00163685965444074	0	0.00206123067596241	0	0.000969990906335253	0.0045468323734465	0.000242497726583813	0	0	0	0.00163685965444074	0	0	0	0	0	0.000484995453167627	0	0	0	0	0	0	0	0.00448620794180055	0.703000909366475	0	0	0	0.279842376477721
S731SM1-S43	WT	Pan-SM1	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0410015342930826	0	0	0	0.00156693761629615	0.385009630137434	0.000163222668364182	0	0	0	0.0315999085953057	0.124440962360853	0	0.0784121698821532	0.0322854438024353	0.0130904580028074	0	0.189370939836124	0.00117520321222211	0.0370841902523422	0	0.000848757875493749	0	0	0.00594130512845624	0	0	0	0	0.0568341331244083	0.00117520321222211
S731SM2-S44	WT	Pan-SM2	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0355185882485177	0	0	0	0.00109590580830078	0.420546828898193	0.000281001489307893	0	0	0	0.0397336105881361	0.0987720234917245	0	0.0868575603450698	0.0289993536965746	0.00671593559445865	0	0.172394413690393	0.000814904318992891	0.0491471604799505	0	0.00182650968050131	0	0	0.0168881895074044	0	0	0	0	0.0404080141624751	0
S731SM3-S45	WT	Pan-SM3	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0394190158980874	0	0	0	0.0018885417024345	0.424475500463551	0	0	0	0	0.0446382584211791	0.1418123132919	0	0.0115372729457817	0.0223878034543145	0.0112969130927446	0	0.168938639563232	0.00120179926518559	0.0408268378944477	0.000206022731174673	0.00178553033684717	0	0	0.0108161933866703	0	0	0	0	0.07876935755245	0
S731SM4-S46	WT	Pan-SM4	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0166632715420656	0	0	0	0.00415563251171318	0.446200855571399	0	0	0	0	0.0338154410266857	0.00961499287023834	0	0.0423711550213893	0.0209411285394174	0.0147891627622734	0	0.239315542880424	0.00195559177021797	0.061601140761866	0.00057038093298024	0.00203707476064372	0	0	0.00582603381544103	0	0	0	0	0.100142595233245	0
S731SM5-S47	WT	Pan-SM5	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0403446226975639	0	0	0	0.00300059417706477	0.384224598930481	0.000207961972667855	0	0	0	0.0356803327391563	0.120350564468212	0	0.0571004159239453	0.0425133689839572	0.024777183600713	0	0.200950683303624	0.000742721330956625	0.0626262626262626	0.00041592394533571	0.00136660724896019	0.000386215092097445	0	0.0040701128936423	0	0	0	0	0.0199346405228758	0.00130718954248366
S731SM6-S48	WT	Pan-SM6	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0413114754098361	0	0	0	0.00281030444964871	0.379110070257611	0.000281030444964871	0	0	0	0.0654176424668228	0.109695550351288	0	0.0536768149882904	0.0148009367681499	0.0106791569086651	0	0.185511319281811	0.000374707259953162	0.0503044496487119	0.000624512099921936	0.00149882903981265	0.000437158469945355	0	0.00924277907884465	0	0	0	0	0.0742232630757221	0
S731SM7-S49	WT	Pan-SM7	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0340836307072925	0	0	0	0.00379723670967152	0.390154634458779	0	0	0	0	0.0459785890749382	0.0485405801079696	0	0.0396193613322353	0.0192149327477354	0.0189861835483576	0	0.209442766950316	0.000365998719004483	0.058285296001464	0.000731997438008967	0.00164699423552018	0	0	0.0102937139720011	0	0.00105224631713789	0	0	0.114191600329399	0.00361423735016927
S731SM8-S50	WT	Pan-SM8	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0339711050370949	0	0	0	0.0021475985942991	0.448457633736822	0	0	0	0.000195236235845373	0.0263568918391253	0.0575165950800469	0	0.0591175322139789	0.0342444357672784	0.0268645060523233	0	0.211245607184693	0.000663803201874268	0.0626317844591956	0	0.00124951190941039	0	0	0.00999609527528309	0	0.00132760640374854	0	0	0.0240140570089809	0
S731SM9-S51	WT	Pan-SM9	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	0.0344973162052952	0	0	0	0.00123635486400097	0.39216573186177	0	0	0	0.00105542488390326	0.0558168988601411	0.0720101320788855	0	0.0396538206380797	0.0175502080694771	0.0210481876846994	0	0.233882154272963	0.000241239973463603	0.0908570050057294	0.00168867981424522	0.00105542488390326	0	0	0.00744828418068874	0	0.000633254930341958	0	0	0.0263856220975816	0.00277425969483143
