Domain	Phylum	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Campilobacterota	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.92531209149965	0.020462874148405	2.0462874148405	832
Bacteria	Campilobacterota	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.85430604180108	0.0189832516559858	1.89832516559858	705
Bacteria	Campilobacterota	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.98989456371877	0.0254990375234027	2.54990375234027	967
Bacteria	Campilobacterota	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	2.03901732199741	0.0236016460188552	2.36016460188552	1084
Bacteria	Campilobacterota	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	1.7664128471124	0.0116515102305943	1.16515102305943	574
Bacteria	Campilobacterota	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	1.89817648349768	0.0297807435653003	2.97807435653003	781
Bacteria	Campilobacterota	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	2.37529773821734	0.0935397039030956	9.35397039030956	2363
Bacteria	Campilobacterota	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	1.75966784468963	0.0109271651259042	1.09271651259042	565
Bacteria	Campilobacterota	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	2.22582599146189	0.030558347802248	3.0558347802248	1672
Bacteria	Campilobacterota	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	1.92116605063774	0.0172363301677614	1.72363301677614	824
Bacteria	Campilobacterota	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota	2.75281643118827	0.0986038394415358	9.86038394415358	5650
Bacteria	Campilobacterota	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.80949237693734	0.123648583773404	12.3648583773404	6439
Bacteria	Campilobacterota	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.56086269472746	0.0665944675930175	6.65944675930175	3628
Bacteria	Campilobacterota	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.18610837981321	0.0329779642324244	3.29779642324244	1525
Bacteria	Campilobacterota	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	1.59879050676311	0.00764640796649016	0.764640796649016	387
Bacteria	Campilobacterota	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.16494737262184	0.0345344273992151	3.45344273992151	1452
Bacteria	Campilobacterota	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.35082927358297	0.038753904894134	3.8753904894134	2233
Bacteria	Campilobacterota	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.70808081046823	0.0885906506962432	8.85906506962432	5096
Bacteria	Campilobacterota	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.79553244271015	0.177301939373258	17.7301939373258	6235
Bacteria	Campilobacterota	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.64972418592952	0.0991606741322884	9.91606741322884	4454
Bacteria	Campilobacterota	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota	2.44185217577329	0.0545558920759348	5.45558920759348	2756
Bacteria	Campilobacterota	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.91434315711944	0.133938780177061	13.3938780177061	8200
Bacteria	Campilobacterota	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.67960957177976	0.0843869918124105	8.43869918124105	4772
Bacteria	Campilobacterota	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.17695898058691	0.0350033995264108	3.50033995264108	1493
Bacteria	Campilobacterota	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.22865695810894	0.0390188486773468	3.90188486773468	1683
Bacteria	Campilobacterota	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.8190830757437	0.107063281669296	10.7063281669296	6583
Bacteria	Campilobacterota	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.23678909940929	0.0284439579394301	2.84439579394301	1715
Bacteria	Campilobacterota	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.93601079571521	0.0177173122858033	1.77173122858033	853
Bacteria	Campilobacterota	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.92737036303902	0.0175996294814846	1.75996294814846	836
Bacteria	Campilobacterota	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.53970323894783	0.106128090923053	10.6128090923053	3455
Bacteria	Campilobacterota	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.36977228859696	0.0588799434671782	5.88799434671782	2333
Bacteria	Campilobacterota	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.58092497567562	0.121693460577724	12.1693460577724	3800
Bacteria	Campilobacterota	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.60173414826011	0.1069416876777	10.69416876777	3987
Bacteria	Campilobacterota	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.74343136514668	0.136856435643564	13.6856435643564	5529
Bacteria	Campilobacterota	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.61225390609644	0.115008868492919	11.5008868492919	4085
Bacteria	Campilobacterota	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.50691072555152	0.0868822221016655	8.68822221016655	3203
Bacteria	Campilobacterota	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	2.46996920949996	0.0997625508819539	9.97625508819539	2941
Bacteria	Campilobacterota	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.91803033678488	0.0187472784360461	1.87472784360461	818
Bacteria	Campilobacterota	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	0.361727836017593	0.000442884883998228	0.0442884883998228	13
Bacteria	Campilobacterota	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.10720996964787	0.00300851562898373	0.300851562898373	118
Bacteria	Campilobacterota	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	0.770852011642144	0.00157713476455631	0.157713476455631	49
Bacteria	Campilobacterota	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.13672056715641	0.00247259700562662	0.247259700562662	127
Bacteria	Campilobacterota	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	0.230448921378274	0.000113065529550484	0.0113065529550484	7
Bacteria	Campilobacterota	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.64542226934909	0.007433409043981	0.7433409043981	432
Bacteria	Campilobacterota	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota	1.74973631556906	0.00985907946203719	0.985907946203719	552
Bacteria	Deferribacterota	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.462397997898956	0.000470308671006708	0.0470308671006708	19
Bacteria	Deferribacterota	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0.57978359661681	0.00106768350810296	0.106768350810296	28
Bacteria	Deferribacterota	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	2.59361830812954	0.0751416226596255	7.51416226596255	3913
Bacteria	Deferribacterota	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	1.0899051114394	0.00207419372602287	0.207419372602287	113
Bacteria	Deferribacterota	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	0.518513939877888	0.000497372575308695	0.0497372575308695	23
Bacteria	Deferribacterota	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	0.690196080028514	0.000770568244685055	0.0770568244685055	39
Bacteria	Deferribacterota	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	1.17897694729317	0.0033535497681056	0.33535497681056	141
Bacteria	Deferribacterota	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	1.69810054562339	0.00848663658451926	0.848663658451926	489
Bacteria	Deferribacterota	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	2.49623754516674	0.054326095648697	5.4326095648697	3125
Bacteria	Deferribacterota	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	1.92220627743902	0.0183894739185609	1.83894739185609	826
Bacteria	Deferribacterota	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota	1.79865064544527	0.0122533008690144	1.22533008690144	619
Bacteria	Deferribacterota	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.301029995663981	0.000176837786698262	0.0176837786698262	10
Bacteria	Deferribacterota	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	1.8819549713396	0.0230993702964214	2.30993702964214	752
Bacteria	Deferribacterota	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	1.47421626407626	0.00726850566590112	0.726850566590112	288
Bacteria	Deferribacterota	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	1.6954816764902	0.0155639531159931	1.55639531159931	486
Bacteria	Deferribacterota	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.6232492903979	0.000858323051338448	0.0858323051338448	32
Bacteria	Deferribacterota	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	1.40140054078154	0.00599009900990099	0.599009900990099	242
Bacteria	Deferribacterota	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.57978359661681	0.000788310481714012	0.0788310481714012	28
Bacteria	Deferribacterota	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	1.26007138798507	0.00466554548906852	0.466554548906852	172
Bacteria	Deferribacterota	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	1.02530586526477	0.00325644504748982	0.325644504748982	96
Bacteria	Deferribacterota	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.477121254719662	0.00038938535521679	0.038938535521679	20
Bacteria	Deferribacterota	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.690196080028514	0.000671071649803841	0.0671071649803841	39
Bacteria	Deferribacterota	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota	0.716003343634799	0.000750147350372395	0.0750147350372395	42
Bacteria	Desulfobacterota	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	0.785329835010767	0.00252788104089219	0.252788104089219	51
Bacteria	Desulfobacterota	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	1	0.00222777791529493	0.222777791529493	90
Bacteria	Desulfobacterota	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	1.15533603746506	0.00327110848766571	0.327110848766571	133
Bacteria	Desulfobacterota	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	1.26951294421792	0.00473908126447305	0.473908126447305	176
Bacteria	Desulfobacterota	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota	1.56820172406699	0.00949291986393482	0.949291986393482	360
Bacteria	Desulfobacterota	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	1.27646180417324	0.00389731977617627	0.389731977617627	179
Bacteria	Desulfobacterota	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	1.64048143697042	0.00866758687885677	0.866758687885677	427
Bacteria	Desulfobacterota	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	1.10380372095596	0.00446139180171592	0.446139180171592	117
Bacteria	Desulfobacterota	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	1.39445168082622	0.00942126514131898	0.942126514131898	238
Bacteria	Desulfobacterota	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	1.4345689040342	0.00506711019997679	0.506711019997679	262
Bacteria	Desulfobacterota	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	1.29666519026153	0.00343598647537238	0.343598647537238	188
Bacteria	Desulfobacterota	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota	2.00389116623691	0.0208969585407689	2.08969585407689	999
