Domain	Phylum	Class	Order	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.308998925335257	0.00106768350810296	0.106768350810296	28
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	2.16413245766659	0.0751416226596255	7.51416226596255	3913
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.714764271519251	0.00207419372602287	0.207419372602287	113
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.267606240177031	0.000497372575308695	0.0497372575308695	23
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.388180171382881	0.000770568244685055	0.0770568244685055	39
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.793945517566875	0.0033535497681056	0.33535497681056	141
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	1.28128593746822	0.00848663658451926	0.848663658451926	489
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	2.06722244465853	0.054326095648697	5.4326095648697	3125
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	1.49958526700854	0.0183894739185609	1.83894739185609	826
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	1.3788687538361	0.0122533008690144	1.22533008690144	619
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.136837959908008	0.000176837786698262	0.0176837786698262	10
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	1.46017369351358	0.0230993702964214	2.30993702964214	752
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	1.06694678963061	0.00726850566590112	0.726850566590112	288
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	1.27875360095283	0.0155639531159931	1.55639531159931	486
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.339488247483157	0.000858323051338448	0.0858323051338448	32
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.998388515843421	0.00599009900990099	0.599009900990099	242
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.308998925335257	0.000788310481714012	0.0788310481714012	28
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.867489312250719	0.00466554548906852	0.466554548906852	172
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.658541347280411	0.00325644504748982	0.325644504748982	96
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.24073409377673	0.00038938535521679	0.038938535521679	20
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.388180171382881	0.000671071649803841	0.0671071649803841	39
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales	0.407485326578268	0.000750147350372395	0.0750147350372395	42
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.460730838531493	0.00252788104089219	0.252788104089219	51
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.636822097587174	0.00222777791529493	0.222777791529493	90
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.772756218496937	0.00327110848766571	0.327110848766571	133
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.876132273754226	0.00473908126447305	0.473908126447305	176
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.15634720085992	0.00949291986393482	0.949291986393482	360
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.882503456210166	0.00389731977617627	0.389731977617627	179
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.22569208869812	0.00866758687885677	0.866758687885677	427
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.726998727936262	0.00446139180171592	0.446139180171592	117
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.991882109777821	0.00942126514131898	0.942126514131898	238
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.02953407859756	0.00506711019997679	0.506711019997679	262
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.901074695756618	0.00343598647537238	0.343598647537238	188
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.57978359661681	0.0208969585407689	2.08969585407689	999
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.756156956677476	0.00221640488656195	0.221640488656195	127
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.57080229759752	0.0187806048967835	1.87806048967835	978
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.39535875601	0.0118210686686613	1.18210686686613	644
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.41311341158669	0.0145319291568454	1.45319291568454	672
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.18981251761605	0.00772544060697068	0.772544060697068	391
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.05150981944977	0.00658817933166845	0.658817933166845	277
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.57080229759752	0.0169732731690385	1.69732731690385	978
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.36451625318509	0.0103958416633347	1.03958416633347	598
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.40748532657827	0.0188534379798669	1.88534379798669	663
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.35396607085178	0.0129794955139479	1.29794955139479	583
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.2140585051901	0.00821505631767524	0.821505631767524	415
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.7160033436348	0.0224919146711966	2.24919146711966	1377
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.46073083853149	0.0133158853383791	1.33158853383791	753
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.11394335230684	0.00759618315241601	0.759618315241601	324
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.84966960308874	0.00380219321633088	0.380219321633088	164
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.89579074825044	0.0341047701140078	3.41047701140078	2097
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.55316354918481	0.0155571035260557	1.55571035260557	938
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.08846422961673	0.00631425900924291	0.631425900924291	304
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.81562693508256	0.036609755584093	3.6609755584093	1739
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.865301426102544	0.00525264936261711	0.525264936261711	171
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.3848775358328	0.0158493804103677	1.58493804103677	628
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.27106677228654	0.0152757317619932	1.52757317619932	477
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.40369233756113	0.0176224451477925	1.76224451477925	657
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.33056407426154	0.0136386138613861	1.36386138613861	551
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.04139268515822	0.00760156535938512	0.760156535938512	270
