Domain	Phylum	Class	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.39407626416382	0.106128090923053	10.6128090923053	3455
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.22438505392035	0.0588799434671782	5.88799434671782	2333
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.43525265303175	0.121693460577724	12.1693460577724	3800
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.45604051570076	0.1069416876777	10.69416876777	3987
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.59761684291422	0.136856435643564	13.6856435643564	5529
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.46654988263826	0.115008868492919	11.5008868492919	4085
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.36132302522373	0.0868822221016655	8.68822221016655	3203
Bacteria	Campilobacterota	Campylobacteria	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.32442944953904	0.0997625508819539	9.97625508819539	2941
Bacteria	Campilobacterota	Campylobacteria	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.77399529061249	0.0187472784360461	1.87472784360461	818
Bacteria	Campilobacterota	Campylobacteria	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0.285235728480749	0.000442884883998228	0.0442884883998228	13
Bacteria	Campilobacterota	Campylobacteria	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0.974445895527612	0.00300851562898373	0.300851562898373	118
Bacteria	Campilobacterota	Campylobacteria	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0.653212513775344	0.00157713476455631	0.157713476455631	49
Bacteria	Campilobacterota	Campylobacteria	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.00309107697714	0.00247259700562662	0.247259700562662	127
Bacteria	Campilobacterota	Campylobacteria	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0.176091259055681	0.000113065529550484	0.0113065529550484	7
Bacteria	Campilobacterota	Campylobacteria	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.5032068230339	0.007433409043981	0.7433409043981	432
Bacteria	Campilobacterota	Campylobacteria	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.60668839551003	0.00985907946203719	0.985907946203719	552
Bacteria	Deferribacterota	Deferribacteres	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.372385904199649	0.000470308671006708	0.0470308671006708	19
Bacteria	Deferribacterota	Deferribacteres	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.477121254719662	0.00106768350810296	0.106768350810296	28
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	2.44793286559218	0.0751416226596255	7.51416226596255	3913
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.957675685277719	0.00207419372602287	0.207419372602287	113
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.422073688388757	0.000497372575308695	0.0497372575308695	23
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.578147833922551	0.000770568244685055	0.0770568244685055	39
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.04420366249205	0.0033535497681056	0.33535497681056	141
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.55543994937769	0.00848663658451926	0.848663658451926	489
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	2.3506632800218	0.054326095648697	5.4326095648697	3125
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.77815125038364	0.0183894739185609	1.83894739185609	826
Bacteria	Deferribacterota	Deferribacteres	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.65527567433912	0.0122533008690144	1.22533008690144	619
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.234083206033368	0.000176837786698262	0.0176837786698262	10
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.73810073395437	0.0230993702964214	2.30993702964214	752
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.33387890727891	0.00726850566590112	0.726850566590112	288
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.55284196865778	0.0155639531159931	1.55639531159931	486
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.516629796003336	0.000858323051338448	0.0858323051338448	32
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.26211192963361	0.00599009900990099	0.599009900990099	242
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.477121254719662	0.000788310481714012	0.0788310481714012	28
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.12338490853968	0.00466554548906852	0.466554548906852	172
Bacteria	Deferribacterota	Deferribacteres	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.895264649479987	0.00325644504748982	0.325644504748982	96
Bacteria	Deferribacterota	Deferribacteres	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.385350881364017	0.00038938535521679	0.038938535521679	20
Bacteria	Deferribacterota	Deferribacteres	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.578147833922551	0.000671071649803841	0.0671071649803841	39
Bacteria	Deferribacterota	Deferribacteres	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	0.602059991327962	0.000750147350372395	0.0750147350372395	42
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	0.666785320964618	0.00252788104089219	0.252788104089219	51
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	0.870905303620542	0.00222777791529493	0.222777791529493	90
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.02118929906994	0.00327110848766571	0.327110848766571	133
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.13262556527459	0.00473908126447305	0.473908126447305	176
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.42674356652224	0.00949291986393482	0.949291986393482	360
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.13942927332954	0.00389731977617627	0.389731977617627	179
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.4983105537896	0.00866758687885677	0.866758687885677	427
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	0.971143259977526	0.00446139180171592	0.446139180171592	117
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.25527250510331	0.00942126514131898	0.942126514131898	238
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.29478104638698	0.00506711019997679	0.506711019997679	262
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.15922333376839	0.00343598647537238	0.343598647537238	188
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.85948140968204	0.0208969585407689	2.08969585407689	999
Bacteria	Desulfobacterota	Desulfovibrionia	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.00309107697714	0.00221640488656195	0.221640488656195	127
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.85038363647594	0.0187806048967835	1.87806048967835	978
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.67209785793572	0.0118210686686613	1.18210686686613	644
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.69019608002851	0.0145319291568454	1.45319291568454	672
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.46132698753643	0.00772544060697068	0.772544060697068	391
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.31776495330767	0.00658817933166845	0.658817933166845	277
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.85038363647594	0.0169732731690385	1.69732731690385	978
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.64062338646732	0.0103958416633347	1.03958416633347	598
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.68446063300691	0.0188534379798669	1.88534379798669	663
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.62984629545113	0.0129794955139479	1.29794955139479	583
Bacteria	Desulfobacterota	Desulfovibrionia	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.48632925650649	0.00821505631767524	0.821505631767524	415
Bacteria	Desulfobacterota	Desulfovibrionia	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.99719909431381	0.0224919146711966	2.24919146711966	1377
Bacteria	Desulfobacterota	Desulfovibrionia	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.73866732827074	0.0133158853383791	1.33158853383791	753
Bacteria	Desulfobacterota	Desulfovibrionia	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.38278866459942	0.00759618315241601	0.759618315241601	324
Bacteria	Desulfobacterota	Desulfovibrionia	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Desulfobacterota_/_Desulfovibrionia	1.10429196663066	0.00380219321633088	0.380219321633088	164
