Domain	Phylum	Class	Order	Family	Genus	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.292136282503999	0.00270734032411821	0.270734032411821	71
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.455050735566716	0.0054231652284063	0.54231652284063	137
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.542387986232254	0.00355858120914401	0.355858120914401	184
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.602059991327962	0.00405738828474824	0.405738828474824	222
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.353484751416607	0.00194536250679831	0.194536250679831	93
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.42962135667873	0.00218150087260035	0.218150087260035	125
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.0652667315125916	0.000230436869899184	0.0230436869899184	12
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.539008245580873	0.00334073679766516	0.334073679766516	182
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.383621311248917	0.00227061393075709	0.227061393075709	105
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.469224773873629	0.00284517505729866	0.284517505729866	144
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.07967004123924	0.0141443943075321	1.41443943075321	815
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.295121136053461	0.00125167324374598	0.125167324374598	72
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.664794386325159	0.00762099755445601	0.762099755445601	268
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.18153459150207	0.0207850822495398	2.07850822495398	1050
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.1876731316055	0.0174120414230179	1.74120414230179	1066
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.542387986232254	0.00325381527524802	0.325381527524802	184
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.264307188639241	0.0014535906032401	0.14535906032401	62
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.631827542486775	0.00563373750956344	0.563373750956344	243
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.41857001019925	0.00195163205230374	0.195163205230374	120
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.32639122385596	0.0247951703320397	2.47951703320397	1495
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.959428176804344	0.0124623533077163	1.24623533077163	600
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.899406381516638	0.0107997726363655	1.07997726363655	513
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.56693092730978	0.00611273229918599	0.611273229918599	199
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.139368452030941	0.00070666027307372	0.070666027307372	28
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.694249365663434	0.0093511817075514	0.93511817075514	292
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.147801619567804	0.000804677860629794	0.0804677860629794	30
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.14654703665806	0.0238366336633663	2.38366336633663	963
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.811103793683587	0.0114023480390777	1.14023480390777	405
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.532168821050568	0.00482829707589649	0.482829707589649	178
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.742491588276366	0.0113636363636364	1.13636363636364	335
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.02063000152721	0.0160887401737217	1.60887401737217	702
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.2652641361037	0.0439137396518243	4.39137396518243	1289
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.758134136861756	0.00892356330630768	0.892356330630768	350
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.737149645379629	0.0106215198429303	1.06215198429303	330
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.28762018133903	0.0264976734225026	2.64976734225026	1361
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	0.6698443790618	0.00439340343396165	0.439340343396165	272
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.66707415262006	0.0578842315369262	5.78842315369262	3364
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	A2	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_A2	1.23967140793634	0.021629248602404	2.1629248602404	1211
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.121994355961519	0.000543736831373615	0.0543736831373615	24
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.588650177003016	0.00527240773286467	0.527240773286467	213
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.206315241661554	0.00109828423596027	0.109828423596027	45
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.315459711086623	0.00194298925207211	0.194298925207211	79
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.554014154205832	0.005142980235877	0.5142980235877	191
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.187673131605496	0.00107379667659929	0.107379667659929	40
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.151957579338962	0.000817445877172165	0.0817445877172165	31
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.130768280269024	0.000991420400381316	0.0991420400381316	26
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.130768280269024	0.000502842996944262	0.0502842996944262	26
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.156074145533794	0.000584848761765512	0.0584848761765512	32
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.687070781036311	0.00549207873259722	0.549207873259722	286
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	1.17959836679737	0.0191817030415389	1.91817030415389	1045
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	1.08161973915757	0.0177107886599053	1.77107886599053	819
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	1.0132928182239	0.0136133723227693	1.36133723227693	689
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.760177879371743	0.00837198239980973	0.837198239980973	352
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	1.15730154479232	0.0171641791044776	1.71641791044776	989
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	1.17057883441737	0.0177668063209499	1.77668063209499	1022
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.786866482281856	0.0107774554967867	1.07774554967867	379
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.947009580260807	0.0129349689427166	1.29349689427166	581
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	1.08356072331312	0.0162915454203535	1.62915454203535	823
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.407230084442268	0.00187840972199536	0.187840972199536	115
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.626312617815472	0.00422642310208845	0.422642310208845	239
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.191466120622635	0.000961245398916841	0.0961245398916841	41
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.113039513308592	0.000510050309507801	0.0510050309507801	22
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.248039575924788	0.000927025224844276	0.0927025224844276	57
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	ASF356	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Lachnospirales_/_Lachnospiraceae_/_ASF356	0.234572001224981	0.000879026105416791	0.0879026105416791	53
