Domain	Phylum	Class	Order	Family	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0.488116639021126	0.00274762550881954	0.274762550881954	81
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0.149298082467745	0.000366694932734398	0.0366694932734398	16
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0	0	0	0
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0.149298082467745	0.000407934322574066	0.0407934322574066	16
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0	0	0	0
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0	0	0	0
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0	0	0	0
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0.10790539730952	0.000189276619175442	0.0189276619175442	11
Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_Mycoplasmatales_/_Mycoplasmataceae	0.0523880694596882	8.93032559967136e-05	0.00893032559967136	5
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.96402984155182	0.00792098814327087	0.792098814327087	320
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.116505569071437	0.000295137607909688	0.0295137607909688	12
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.450328078131726	0.00191178846464538	0.191178846464538	71
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.13484702526855	0.0130000263692218	1.30000263692218	493
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.4977799557005	0.0258660105815498	2.58660105815498	1188
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.21307482530885	0.0121386813900617	1.21386813900617	598
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.92876338674922	0.0111344137273594	1.11344137273594	292
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.722802613342654	0.00661071965798432	0.661071965798432	167
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.820555098936731	0.00423548524349205	0.423548524349205	219
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.968842018009613	0.00592159371287581	0.592159371287581	324
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.10178231225073	0.0094967158934025	0.94967158934025	454
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.789146634685107	0.00350785340314136	0.350785340314136	201
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.488116639021126	0.0014868114319279	0.14868114319279	81
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.272258253093957	0.000735246415673724	0.0735246415673724	34
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.0810332509092182	0.000138840680319334	0.0138840680319334	8
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.367976785294594	0.000903986231594319	0.0903986231594319	52
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.09108046934733	0.00721962693149521	0.721962693149521	442
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.3684537699465	0.0154202550000884	1.54202550000884	872
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.08562900259837	0.0102220242421401	1.02220242421401	436
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.39570712723975	0.0215844017341711	2.15844017341711	931
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.790952435548369	0.00328524728804463	0.328524728804463	202
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.666613967842685	0.00235512654658838	0.235512654658838	142
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.903089986991944	0.0056703707550109	0.56703707550109	273
Bacteria	Firmicutes	Bacilli	RF39	RF39	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.11136592941903	0.00978926759436643	0.978926759436643	465
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.149298082467745	0.000491475963753648	0.0491475963753648	16
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.10790539730952	0.00027761653585039	0.027761653585039	11
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.382063246573199	0.00176135271888811	0.176135271888811	55
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.31742041185215	0.00112654900488171	0.112654900488171	42
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0	0	0	0
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.338354318687794	0.00129508150567302	0.129508150567302	46
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.363177902412826	0.00138338848803776	0.138338848803776	51
Bacteria	Firmicutes	Bacilli	RF39	RF39	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.306562484263942	0.00135685210312076	0.135685210312076	40
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.38984733075034	0.0210391217656361	2.10391217656361	918
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.24652383120901	0.0221101761319116	2.21101761319116	649
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.07263631836315	0.010759267757891	1.0759267757891	422
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.39075400014416	0.0296115098651389	2.96115098651389	920
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	0.707788469383207	0.00311508284173432	0.311508284173432	160
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.21375607169466	0.00967517888581997	0.967517888581997	599
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.16709001494089	0.00918851951269874	0.918851951269874	534
Bacteria	Firmicutes	Bacilli	RF39	RF39	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Bacilli_/_RF39_/_RF39	1.81530522844277	0.0448302345103502	4.48302345103502	2510
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.317420411852151	0.00091445491954974	0.091445491954974	42
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.0991314730020144	0.0002029879831114	0.02029879831114	10
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.0716932246550749	0.000266920877025739	0.0266920877025739	7
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.0991314730020144	0.000395851476526007	0.0395851476526007	10
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.164810248645992	0.000348122074807566	0.0348122074807566	18
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.289748985254292	0.000676231380791373	0.0676231380791373	37
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0.295426118145983	0.000663176265270506	0.0663176265270506	38
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Firmicutes_/_Clostridia_/_Clostridia_/_Hungateiclostridiaceae	0	0	0	0
