Domain	Phylum	Class	Order	Family	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.43012469204344	0.021862768419004	2.1862768419004	1011
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.18052287385476	0.0109065043863115	1.09065043863115	552
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.49351167090783	0.0279700321084552	2.79700321084552	1176
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.22782080756751	0.0107601527247484	1.07601527247484	620
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.53798045286146	0.0227213462441111	2.27213462441111	1307
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.48265374331962	0.0325882955127111	3.25882955127111	1146
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.6716237372752	0.0398958078233186	3.98958078233186	1792
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.19212408404876	0.0112437397311796	1.12437397311796	568
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.179787404615645	0.000326679951651367	0.0326679951651367	20
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.763043832120902	0.00330686661125749	0.330686661125749	187
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.090176630349088	0.000211005087567111	0.0211005087567111	9
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.975961759132561	0.010136691752419	1.0136691752419	330
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.01316144605797	0.00916134568306287	0.916134568306287	363
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.04037916198667	0.0124575674117722	1.24575674117722	389
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.33217941160378	0.0214312536881069	2.14312536881069	799
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.48847840037641	0.0287623762376238	2.87623762376238	1162
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.36893023130192	0.0245783946620119	2.45783946620119	873
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	1.02171924969324	0.0100634731188629	1.00634731188629	371
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.974783211647018	0.0111601085481682	1.11601085481682	329
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.377418341527436	0.000929176130497625	0.0929176130497625	54
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales_/_Tannerellaceae	0.372723220319056	0.000946614513565165	0.0946614513565165	53
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor1-S84	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	0.0424038485530874	9.06228052289359e-05	0.00906228052289359	4
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor2-S85	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor3-S86	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	0.92876338674922	0.00722790168073467	0.722790168073467	292
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor4-S87	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor5-S88	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.34895354798116	0.020462874148405	2.0462874148405	832
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor6-S89	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.28050832851938	0.0189832516559858	1.89832516559858	705
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor7-S90	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	ControlDonor8-S91	WT	Smoke-free	Donor	Tumor-naive	Tumor-naive Smoke-free Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.41153337369341	0.0254990375234027	2.54990375234027	967
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT1-S116	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.45931514923496	0.0236016460188552	2.36016460188552	1084
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT2-S117	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.19639586749192	0.0116515102305943	1.16515102305943	574
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT3-S118	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.32274924535722	0.0297807435653003	2.97807435653003	781
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT4-S119	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.78950839604039	0.0935397039030956	9.35397039030956	2363
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT5-S120	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.18997233159463	0.0109271651259042	1.09271651259042	565
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT6-S121	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.6421854025146	0.030558347802248	3.0558347802248	1672
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT7-S122	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.34494618868871	0.0172363301677614	1.72363301677614	824
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostcntrFMT8-S123	WT	Smoke-free feces	Recipient	Post-tumor	Post-tumor Smoke-free feces Recipient	151.34	21.65	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.16397132674127	0.0986038394415358	9.86038394415358	5650
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT1-S124	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.22037633664766	0.123648583773404	12.3648583773404	6439
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT10-S133	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.9732463029341	0.0665944675930175	6.65944675930175	3628
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT2-S125	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.60317214169733	0.0329779642324244	3.29779642324244	1525
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT3-S126	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.03834499207622	0.00764640796649016	0.764640796649016	387
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.5824130364265	0.0345344273992151	3.45344273992151	1452
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.76534372001248	0.038753904894134	3.8753904894134	2233
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.1194758409068	0.0885906506962432	8.85906506962432	5096
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.20647990733523	0.177301939373258	17.7301939373258	6235
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.06147181156653	0.0991606741322884	9.91606741322884	4454
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.85531720519594	0.0545558920759348	5.45558920759348	2756
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.32480989583119	0.133938780177061	13.3938780177061	8200
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.09117074987607	0.0843869918124105	8.43869918124105	4772
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.59419415827009	0.0350033995264108	3.50033995264108	1493
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.64496854009114	0.0390188486773468	3.90188486773468	1683
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.22992456938955	0.107063281669296	10.7063281669296	6583
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.65296498200352	0.0284439579394301	2.84439579394301	1715
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.35930024734962	0.0177173122858033	1.77173122858033	853
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.35094344599581	0.0175996294814846	1.75996294814846	836
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.95225829362041	0.106128090923053	10.6128090923053	3455
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.78405007766573	0.0588799434671782	5.88799434671782	2333
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.99315350509091	0.121693460577724	12.1693460577724	3800
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.01380916352614	0.1069416876777	10.69416876777	3987
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.15463461957601	0.136856435643564	13.6856435643564	5529
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	2.02425404958498	0.115008868492919	11.5008868492919	4085
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.919748403486	0.0868822221016655	8.68822221016655	3203
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.88315165704976	0.0997625508819539	9.97625508819539	2941
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales_/_Helicobacteraceae	1.3419162148967	0.0187472784360461	1.87472784360461	818
