SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.__.__	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Defluviitaleaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pseudomonadales.f__Pseudomonadaceae	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae	Other
P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	1.75060480832314	0	0.926213785839081	0.640978057358332	1.92054723504269	0	2.25497080694466	1.91596015147353	0	0	1.5393897820725	0	2.14203731957608	1.75444390056604	1.14612803567824	0	0.64713836606315	0.943556341585174	0	1.97442533185508	0.503450193442012	0.0746336182969042	1.3137354362741	0.88930170250631	0.503450193442012	1.12425962078281	0.265702033322238	0.36408174141107	1.44715803134222	0	0.935759103745312	0
P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	1.7752007147261	0	0.993160575469694	0.668036290092368	1.88684309393981	0	2.23631678344985	1.8750612633917	0	0.668036290092368	1.76037535689917	0	1.94571471405986	1.84876625260046	1.67526265451842	0	0.605439731979343	1.06422393129514	0	2.07280114940985	0.503450193442012	0.185046101708608	1.29830713732851	0.908149785761346	0.486076097372589	0.682370742516557	0.369911285071794	0.408663874063811	0.595220566797657	0	1.5532760461371	0
P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	1.59036806400324	0	0.86591788395183	0.59176003468815	1.9169471848118	0	2.32550283547752	1.97384915335345	0	0	1.51355052034634	0	2.11279345650907	1.93544428351993	1.49528409915941	0	0.819132476977787	0.922984815708883	0.118099312077994	2.07748146116973	0.381340746852576	0.0511525224473813	1.3941232089977	0.993160575469694	0.551754873016567	0.86591788395183	0.403335040558744	0.339948061694351	1.48696150946704	0.138302698166281	1.47028183018936	0.301029995663981
P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	0.408663874063811	0.381340746852576	0	0	0	0	0.20242019777803	0.157607853361668	0.287241711178348	0	0	0	0	0.511883360978874	0	0	0	0	0	0.812913356642856	0	0	0	0	0	0	0	0	0	2.94591459115488	0	1.98014546040618
P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75072529507156	0	2.1106949045548
P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	0	0.227243781503063	0	0	0	0	0.128318477259681	0	0	0	0	0	0	0.0969100130080564	0	0	0	0	0	0.063051745747089	0	0	0	0	0	0	0	0	0	2.89396970770803	0	2.24659089549099
P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	0.0389180660303697	0	0	0	0	0	0	0	0.10763387839983	0	0	0	0	0.227243781503063	0	0	0	0	0	0.381340746852576	0	0	0	0	0	0	0	0	0	2.82052984852352	0	2.22035329053941
P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	0.185046101708608	0	0	0	0.294190571133676	0.118099312077994	0.963197352092251	0.676693609624867	0.138302698166281	0	0	0	0.36408174141107	0.547928465163514	0.157607853361668	0	0	0.176091259055681	0	1.42067759630484	0	0	0.714958109720149	0.439332693830263	0	0	0	0.0263289387223491	0	2.70172984398639	0.429348472923662	2.03680349613833
P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	0	0	0	0	0	0	0	0	0.0859146287065932	0	0	0	0	0.128318477259681	0	0	0	0	0	0.32092482438092	0	0	0	0	0	0	0	0	0	2.64508438063799	0	2.03191316446171
P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.10337605525729	0	0	0.577635391996544	1.49571774321132	1.30035087983849	1.96393532080321	2.1325398407985	0	0	0.804480189105993	0	1.68067538129306	1.71338552689662	1.30035087983849	0.0859146287065932	0.369911285071794	1.45532079921439	0.063051745747089	2.47312186329073	0.397940008672038	0.287241711178348	1.87361119699647	1.52544974364605	0.20242019777803	0.235212711174338	0.346108370399169	0.386944624370574	1	0.210853365314893	1.52301444110456	1.39302650517777
P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.37566361396089	0	0	0.477121254719662	1.68658041504295	1.3380827997781	2.06957560527417	1.88312888513973	0	0	0	0.176091259055681	1.86978157565828	1.63125346981408	1.29693927956183	0	0.346108370399169	0.916453948549925	0	2.29052152762612	0.166947879615811	0.193820026016113	1.70623757461695	1.43784961504613	0.280179856690861	0.555547862033706	0.467977875279793	0.280179856690861	1.35338721924973	0.265702033322238	1.69405650084175	1.35698140099313
P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.17336840072021	0	0	0.520155886944864	1.84432182089448	1.38359098236299	2.03567983579117	1.85733249643127	0	0	1.35036917734789	0	1.81395608098987	1.71782647157349	1.31307591529405	0.148062535455438	0.32092482438092	1.36758884915276	0.0389180660303697	2.20259047595387	0.176091259055681	0.193820026016113	1.56599531213118	1.36817062349549	0.352182518111362	0.250724877352585	0.227243781503063	0.314393957221963	1.09582291736684	0	1.47621553075864	0.858462001572238
P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.49136169383427	0	0	0.584755133119492	1.9333923704662	1.52987930388246	2.13023322572759	2.13193929521042	0	0	0.467977875279793	0.0969100130080564	1.86720960420442	1.90087896664371	0.540173000466751	0	0.584755133119492	1.49485002168009	0.193820026016113	2.25239787514934	0.577635391996544	0.294190571133676	1.6529108156167	1.30508253967518	0.503450193442012	0.640978057358332	0.128318477259681	0.346108370399169	1.3176716669832	0.10763387839983	1.60946100591227	1.05475664671621
P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.0836817472743	0	0	0.544068044350276	1.79107630894125	1.36642295722597	2.17273060319168	1.89244245571821	0	0	0.227243781503063	0.157607853361668	1.70113606609253	1.75396586586516	1.38021124171161	0.392477112970535	0.429348472923662	1.13830269816628	0.10763387839983	2.44149875558677	0.333699112417349	0.30776337832295	1.97729481359836	1.69733833874019	0.243038048686294	0.434369274298713	0.453891414001188	0.314393957221963	1.14125374790316	0	2.03891806603037	1.36700629442839
P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.24535841653144	0	0	0.424268947394387	1.85695534097387	1.30306099460432	2.048854342692	1.99864070473728	0	0	0.659202877464531	0	1.7532478257756	1.7496397090773	0.742823288041901	0	0.628388930050311	1.56005614973441	0	2.21143759935579	0.467977875279793	0	1.41601607231783	1.19468774754734	0.273001272063738	0.821185882608846	0.250724877352585	0.128318477259681	0.690749674089328	0	1.67123071392336	1.32607971554716
P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.06305174574709	0	0	0.265702033322238	1.80766184789218	1.18059176028236	1.94724986759154	1.90002556789808	0.0859146287065932	0	0.524233799365304	0.128318477259681	1.72759208440083	1.21001737952855	1.5432918252305	0.235212711174338	0.581209852354842	1.31962648415564	0.0859146287065932	2.0710761591297	0.375663613960885	0.138302698166281	1.34976304398795	0.860338006570994	0.235212711174338	0.555547862033706	0.265702033322238	0.227243781503063	0.867762024650201	0	1.61145776566834	1.77905508938189
P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	1.51769063255662	0	0	0.439332693830263	1.85977605547007	1.45389141400119	1.92765902671326	1.97800923139707	0.0969100130080564	0	1.52827377716704	0	1.66832766513309	1.77905508938189	1.671809002267	0.339948061694351	0.732896124808889	1.52301444110456	0.185046101708608	2.15247945306905	0.481621755946339	0.258278015243031	1.40760332535142	1.07234182151732	0.265702033322238	0.503450193442012	0.10763387839983	0.20242019777803	1.04385328370588	0.444240028325007	1.51645273770834	1.74746036224747
