"Taxa"	"pValue"	"R2"	"direction"	"Adj_pValue"
"d__Bacteria.p__Actinobacteriota"	1.05760749658803e-07	0.875014827364737	"CSE"	7.40325247611622e-07
"d__Bacteria.p__Bacteroidota"	0.00179800736335891	0.513142547335405	"CSE"	0.0028509012724091
"d__Bacteria.p__Firmicutes"	0.00203635805172079	0.504868731472778	"CSE"	0.0028509012724091
"d__Bacteria.p__Patescibacteria"	0.239106124416259	0.097470163575715	"CSE"	0.239106124416259
"d__Bacteria.p__Proteobacteria"	0.120826151329008	0.163095958659829	"CSE"	0.140963843217176
"d__Bacteria.p__Verrucomicrobiota"	0.000368524598398223	0.607943046506811	"CSE"	0.00128983609439378
"Other"	0.000820983750242644	0.562411090780055	"CSE"	0.00191562875056617
