SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	Other
PostsmkFMT4-S127	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	1.56339318042864	1.22760107850545	3.03330459113392	1.7386044098379	0.793945517566875	1.05150981944977	0	1.77627060322997	2.07649210753684	0.847389836793842	0	0	0.191885526238913	0.33206422940395	0	1.93951925261862	0	1.35821694800544	0.431959095961469	0.258832315869526	0.267606240177031	0.267606240177031	1.74703757737477	0.292912105441802	0.0737862141609186	0.778151250383644	0
PostsmkFMT5-S128	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	2.05108102775928	1.3822172244092	3.02419671087811	1.92274467498841	1.28128593746822	1.57080229759752	0	1.54083907422008	2.30423513553919	1.17823064506623	0.112704280191288	0	0.847389836793842	0.508155488459631	0	2.53571596998551	0	1.89476719255181	1.05718695234146	0.633094225067931	0.981935999922264	0	1.95709268854128	1.0871501757189	0.756156956677476	0	0.425968732272281
PostsmkFMT6-S129	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	1.89945570233685	1.32221929473392	2.99140658387748	2.27816059171735	2.06722244465853	1.36451625318509	0	1.30183350094758	2.27646180417324	0.860892307197489	0.466263327131454	0	0.568636235841013	0.922744674988414	0	2.53355553012766	0	1.90046828027726	1.15634720085992	0.621714679324432	0.735953570589189	0.148419832457823	1.70820050201686	0.407485326578268	0.970036776622557	0	0.1249387366083
PostsmkFMT7-S130	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	1.49805516155531	0.346787486224656	2.68570857242699	2.36534929912191	0	1.40748532657827	0	0.636822097587174	1.4017833477538	0.159700842867512	0	0	0	0.602059991327962	0	2.59737011519035	0	1.79031123291178	0.956026062179742	0.669006780958576	0.258832315869526	1.09883593404409	0.617854258511194	1.20712549279565	0.522878745280338	0	0.0871501757189002
PostsmkFMT8-S131	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	1.17609125905568	1.00160552671542	2.93221061285146	2.22001117975406	1.49958526700854	1.35396607085178	0	1.56602262023833	1.37617126390987	0.892918691138705	0	0	0.568636235841013	0.644183197233543	0	2.5974514056879	0	1.66065470659381	1.19497660321605	0.492915521902894	0.460730838531493	1.42294227764209	1.02651813257501	0.665546248849069	0.0871501757189002	0	0.0871501757189002
PostsmkFMT9-S132	WT	Smoke-exposed feces	Recipient	Post-tumor	Post-tumor Smoke-exposed feces Recipient	270.28	56.2	Smoke-FMT	1.91965908842514	0.907092729445618	2.93831583540083	2.01314944217506	1.3788687538361	1.2140585051901	0	1.02651813257501	2.42105522877801	0.867489312250719	0	0	0.518026242485925	0.916941098889173	0.964835582936749	2.53529412004277	0	1.81241815193481	1.0831839885013	0.460730838531493	0.826314810710197	0	1.45905725464193	1.40999570629587	0.191885526238913	0	0.24073409377673
PrecntrlFMT1-S100	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.27705713597573	0.730004238075988	2.97709668534188	2.48387773314721	0	1.7160033436348	0.112704280191288	1.58899751848872	1.9142059918974	0.181420092560748	1.2398090785561	0.148419832457823	0.801632346233166	1.64125371238625	0.527677628162106	2.71957678980649	0	2.05704592474421	1.46954930357868	1.34315320156956	1.3026355223794	0.854193544848786	0.73889795123597	0	0	1.60044850717138	0.394711038541839
PrecntrlFMT2-S101	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.6882220108028	0.806682338969808	2.94861217097363	2.24978698577343	0.136837959908008	1.46073083853149	0.477121254719662	1.63121822006918	1.92771246190028	0.419894584560088	1.52239592757424	0.2498774732166	1.64125371238625	1.23421722685897	0.747613183134182	2.73224479927206	0.0457574905606751	2.09883593404409	1.21110075608313	1.1717806084612	1.16081299323688	0.346787486224656	0.941548238811119	0.324511091513504	0.112704280191288	0.689210167046863	0.581473460546185
PrecntrlFMT3-S102	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.30582887854575	0.744727494896694	2.90537606933286	1.75047982378579	0	1.11394335230684	0.431959095961469	1.66589354553443	2.1403450676497	0.854193544848786	1.23421722685897	0.159700842867512	1.25437797444328	1.38620160540079	0.692487876808098	2.54845766587124	0.100115152883268	1.72031246668806	0.775462111872862	1.06279082985946	0.996771029869801	0.550907468880581	0.564271430438563	0	0.0310342337399687	0.0871501757189002	0
PrecntrlFMT4-S103	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.53383793686692	0.811674284527307	2.87828769169033	1.80163234623317	0	0.84966960308874	0.487714328217087	1.64418319723354	1.98294092396934	0.726998727936262	1.55000174491956	0.112704280191288	1.4494498281218	1.68057051217369	0.84966960308874	2.58244216318161	0	1.61395921462767	0.764535888250246	1.39665130006499	1.2920919078762	0.527677628162106	0.708515322242249	0	0	0.1249387366083	0.231394067522587
PrecntrlFMT5-S104	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.51508850085409	0.952451601821444	3.03160293675077	2.38883769532665	0	1.89579074825044	0.899050009190204	1.84117401321625	1.97158506518542	0.35396607085178	0.928471718180901	0.0599979296752854	1.59883102119776	1.52336102682008	0.498055161555305	2.63035252900091	0.202104691420599	1.89476719255181	1.2498774732166	1.46626332713145	1.47389228458946	0.651421606157463	0.730004238075988	0	0	0.682579588147849	0.487714328217087
PrecntrlFMT6-S105	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.6882220108028	0.945213192897525	2.99253715436943	1.80968438651266	0	1.55316354918481	0.0599979296752854	1.92676152111766	2.04256092925717	0.572957609623655	0.796522940454686	0.100115152883268	0.922744674988414	1.17394128198212	1.4517295944167	2.77365102841002	0	2.15160816494582	1.18563657696191	1.44600758171079	1.60725639779072	0.644183197233544	1.08451007955269	0	0	0.324511091513504	1.26760624017703
PrecntrlFMT7-S106	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.53383793686692	0.907092729445617	2.95411738601026	1.51311890799118	0	1.08846422961673	0	1.98059247377141	1.86923171973098	0.842794085104693	1.04575749056068	0.191885526238913	0.806682338969808	1.78109019688129	0.975176416274968	2.51870886559117	0.0871501757189002	1.94062714730593	1.0063867986614	1.56470989032629	1.27705713597573	1.77627060322997	0.692487876808098	0	0	0.148419832457823	0.522878745280338
PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	1.51851393987789	0.939704098112749	2.92218703660513	1.50464703155622	0	1.81562693508256	0.292912105441802	1.6496232827519	1.9753466944508	0.527677628162106	1.26060133860837	0.136837959908008	0.986937527160758	1.41124547545157	0.826314810710197	2.64316012377596	0	1.93505919306699	1.15970084286751	1.40559297290056	1.22950171384488	0.559862311533508	0.924662093034135	0	0	0.585669575139793	0.394711038541839
PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.55764085153955	0.793945517566875	2.66093571241526	2.11046500262233	1.46017369351358	0.865301426102544	0	1.30183350094758	1.90768997155015	0.2498774732166	0.202104691420599	0	0	0.978569359172307	0	2.48435257378701	0.148419832457823	1.94848541460384	0.971756757016831	0.708515322242249	0	0	1.17823064506623	0.809185484123612	1.08051959681989	0.148419832457823	0.431959095961469
PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.46516245333057	0.88460658129793	2.75275959008068	1.94154823881112	1.06694678963061	1.3848775358328	0.0457574905606751	1.25348159748543	2.07635721252663	0.775462111872862	0.148419832457823	0	0	0.698970004336019	0	2.68970340330874	0	1.87010030898431	0.952451601821444	0.598020013526222	0	0	1.28547395914054	1.03845825181918	0.159700842867512	0	0.41373427585527
PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.4596158328307	0.662057921003248	2.59340914892064	2.15149469806551	1.27875360095283	1.27106677228654	0.159700842867512	1.00479888288177	2.09003586395639	0.532424063186568	0.482450088224729	0	0	0.761760834195474	0	2.51724478571745	0	1.76646792916992	0.873987605287637	0.593942101105783	0	0	1.26236318476466	0.572957609623655	0.339488247483157	0.159700842867512	0.100115152883268
PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.43136376415899	0.903089986991944	2.75199150610152	2.17221360399248	0.339488247483157	1.40369233756113	0.24073409377673	1.2120889123272	2.03103423373997	0.284639579475812	0.407485326578268	0	0	0.394711038541839	0	2.57778956774872	0	1.8539684634849	1.07106335582545	0.431959095961469	0	0.316824262847213	1.08185383590895	0.894972096769764	0.527677628162106	0	0.572957609623655
PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.68557588239177	0.662057921003248	2.83451489540384	2.31339847290659	0.998388515843421	1.33056407426154	0	1.33579210192319	2.01579426718323	0.860892307197489	0	0	0	0.918884254175176	0	2.46686762035411	0.148419832457823	1.79959579158958	1.03550385619512	0.401145148547249	0	0	0.952451601821444	1.11641094122884	0.780823840244971	0	0.324511091513504
PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.82775208002608	0.617854258511194	2.77986360147099	2.18268934182823	0.308998925335257	1.04139268515822	0	1.38288383157293	1.7802906363942	0.431959095961469	0.431959095961469	0	0.67243995679697	1.31991533982436	0	2.49461833616812	0	1.61356778199017	0.711651036095108	0.401145148547249	0.258832315869526	0.401145148547249	0.809185484123612	0.845098040014257	0.316824262847213	0.231394067522587	0.1249387366083
PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.77895475566724	0.826314810710197	2.69625928543904	2.07783875817212	0.867489312250719	1.01888534416037	0	1.44543121204171	2.35595499246556	0.621714679324432	0.460730838531493	0	0.284639579475812	0.665546248849069	0.112704280191288	2.50940167147223	0.1249387366083	1.68191092830536	0.730004238075988	0.425968732272281	0.3748162098249	0.0737862141609186	1.44830544147307	0.629334076194624	0	0	0
PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	1.25971772796398	0.833454058850549	2.5680277975601	2.041100132448	0.658541347280411	1.00796892967128	0.0599979296752854	1.29861052154057	1.95566993712338	0.602059991327962	0.394711038541839	0	0.181420092560748	0.679225946140262	0.0599979296752854	2.60991046089524	0	1.50665533331722	0.804164682748562	0.35396607085178	0.267606240177031	0	1.03252922482692	0.778151250383644	0.267606240177031	0	0.191885526238913
