SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	Other
PrecntrlFMT8-S107	WT	Smoke-free feces	Recipient	Pre-tumor	Pre-tumor Smoke-free feces Recipient	NA	NA	Smoke-FMT	0.0181890907559841	0.00437885518199617	0.474600534725585	0.0175996294814846	0	0.036609755584093	0.000547356897749521	0.0247994779057283	0.0531357234584535	0.00134734005599882	0.00978926759436643	0.000210521883749816	0.00494726426812067	0.0140839140228627	0.00324203700974716	0.249363171301657	0	0.0483779288857077	0.00764194438011831	0.0138944443274878	0.00907349318961706	0.00149470537462369	0.00421043767499632	0	0	0.00162101850487358	0.000842087534999263
PresmokeFMT1-S108	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0291199508524036	0.00433113193057902	0.379081554292735	0.106128090923053	0.0230993702964214	0.00525264936261711	0	0.0157886653355859	0.066226386115804	0.000645062202426663	0.000491475963753648	0	0	0.00706496697895869	0	0.252157886653356	0.000337889725080633	0.0728305943787437	0.00694209798802027	0.00340961449854093	0	0	0.0116725541391491	0.00451543541698664	0.00915373982491169	0.000337889725080633	0.00141299339579174
PresmokeFMT2-S109	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0192060167074679	0.0045428160411882	0.384953183756909	0.0588799434671782	0.00726850566590112	0.0158493804103677	7.571360068647e-05	0.0115337051712389	0.0805592711304041	0.00338187416399566	0.00027761653585039	0	0	0.00272568962471292	0	0.332836988617722	0	0.0498447871185927	0.00542614138253035	0.0020190293516392	0	0	0.0124675062463721	0.00676374832799132	0.00030285440274588	0	0.00108522827650607
PresmokeFMT3-S110	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0240504707615449	0.00310638570422084	0.338179722026516	0.121693460577724	0.0155639531159931	0.0152757317619932	0.000384295138666496	0.00787805034266316	0.105521040158842	0.00208159866777685	0.00176135271888811	0	0	0.00413117274066483	0	0.283641836930763	0	0.0496381220777557	0.00560430410555306	0.0025299429962211	0	0	0.0149554858131045	0.00236982002177672	0.00102478703644399	0.000384295138666496	0.000224172164222123
PresmokeFMT4-S111	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0188294619387372	0.00506947052196771	0.408400836864975	0.1069416876777	0.000858323051338448	0.0176224451477925	0.00053645190708653	0.0110777318813368	0.07706131645298	0.000670564883858162	0.00112654900488171	0	0	0.00107290381417306	0	0.27321495627917	0	0.051016576363929	0.00780537524810901	0.00123383938629902	0	0.000777855265275468	0.00801995601094362	0.0049621801405504	0.0017166461026769	0	0.00198487205622016
PresmokeFMT5-S112	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0317326732673267	0.0024009900990099	0.455891089108911	0.136856435643564	0.00599009900990099	0.0136386138613861	0	0.0138118811881188	0.0686386138613861	0.00418316831683168	0	0	0	0.00487623762376238	0	0.195148514851485	0.000272277227722772	0.041460396039604	0.00658415841584158	0.00101485148514851	0	0	0.00532178217821782	0.00806930693069307	0.00336633663366337	0	0.000742574257425743
PresmokeFMT6-S113	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0503674089923703	0.00239308539091754	0.457135617556801	0.115008868492919	0.000788310481714012	0.00760156535938512	0	0.0175962161096878	0.0450744671865762	0.00129508150567302	0.00129508150567302	0	0.00281539457755004	0.0151186688814437	0	0.236662068188857	0	0.0304625693290915	0.00315324192685605	0.00115431177679552	0.00061938680706101	0.00115431177679552	0.00413863002899856	0.00456093921563107	0.000816464427489513	0.000534924969734508	0.000253385511979504
PresmokeFMT7-S114	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0432919220962404	0.0041772907285846	0.363180166006619	0.0868822221016655	0.00466554548906852	0.00691694244018879	0	0.0196929420061846	0.165491238539576	0.00233277274453426	0.00138338848803776	0	0.000678131611783215	0.0026582759181902	0.000217002115770629	0.235935550371616	0.000244127380241957	0.0344762111430586	0.00320078120761677	0.00122063690120979	0.00100363478543916	0.000135626322356643	0.0198285683285412	0.00238702327347692	0	0	0
PresmokeFMT8-S115	WT	Smoke-exposed feces	Recipient	Pre-tumor	Pre-tumor Smoke-exposed feces Recipient	NA	NA	Smoke-FMT	0.0157394843962008	0.00532564450474898	0.337822252374491	0.0997625508819539	0.00325644504748982	0.00841248303934871	0.000135685210312076	0.0172998643147897	0.0817842605156038	0.00274762550881954	0.00135685210312076	0	0.000474898236092266	0.00345997286295794	0.000135685210312076	0.372116689280868	0	0.028493894165536	0.00491858887381275	0.00115332428765265	0.000780189959294437	0	0.00895522388059702	0.00457937584803256	0.000780189959294437	0	0.000508819538670285
Smokedonor1-S92	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.0239268443609195	0.00375862306052758	0.42085119061261	0.0187472784360461	0	0.00472119725895538	0.000366694932734398	0.0462952352577178	0.0499851030183577	0.000366694932734398	0.0210391217656361	0	0.00776934888731006	0.0176701120711388	0.000710471432172897	0.272339742855178	0	0.086310819792359	0.00281896729539569	0.00421699172644558	0.00185639309696789	0.000297939632846699	0.010084110650196	0	0	0.00515664749157748	0.000710471432172897
Smokedonor2-S93	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.00739277075597043	0.00129458658399482	0.384083398630464	0.000442884883998228	0	0.000374748747998501	0.0351582461758594	0.0186352331959255	0.0153306305999387	0	0.0221101761319116	0	0.00551902701597792	0.0174769188839301	0	0.361155588866555	0.000476952951998092	0.117057881647532	0.00279358157598883	0.00241883282799032	0.000170340339999319	0	0.0076993833679692	0	0	0.000102204203999591	0.000306612611998774
Smokedonor3-S94	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.027408087297945	0.00336545816123604	0.402707664066085	0.00300851562898373	0	0.00387537606445362	0.0113711692417521	0.0347254092091173	0.0634082912651063	0.000407934322574066	0.010759267757891	0	0.0109887308143389	0.0189434501045332	0.000254958951608791	0.291035643261435	0.000382438427413186	0.0962215083371577	0.00369690479832747	0.00441078986283208	0.00181020855642242	0.0051246749273367	0.00507368313701494	0	0	0.000458926112895824	0.00056090969353934
Smokedonor4-S95	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.0115549261321575	0.00131964337442467	0.370208246161769	0.00157713476455631	0	0.00431298078470501	0.0107502655379961	0.0269722231162895	0.0409411310309312	0	0.0296115098651389	0	0.00978467282500241	0.0131320608967138	0.000160932118832277	0.302970806913644	0	0.162541440020599	0.00502108210756703	0.00228523608741833	0.00128745695065821	0.000901219865460749	0.00177025330715504	0	0	0.000160932118832277	0.0027358460201487
Smokedonor5-S96	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.0207347701652941	0.00216108872145319	0.405077585032027	0.00247259700562662	0.00038938535521679	0.000116815606565037	0.000292039016412593	0.0300605494227362	0.0384712730954189	0	0.00311508284173432	0	0.0040885462297763	0.0277047680236746	0	0.324552693573195	0.0017717033662364	0.119132449428577	0.00293985943188677	0.00438058524618889	0	0	0.0104744660553317	0	0.000214161945369235	0.0014796643498238	0.000369916087455951
Smokedonor6-S97	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.0273295537142026	0.00374731469367318	0.448999370063478	0.000113065529550484	0	0	0.000581479866259631	0.0785320863820646	0.0759154269838962	0	0.00967517888581997	0	0.00541099319991601	0.0159099352296038	0	0.230718289157016	0.000339196588651451	0.0848799082553989	0.00206748396892313	0.00282663823876209	0	0	0.012727948183683	0	0	0	0.000226131059100968
Smokedonor7-S98	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.0174994837910386	0.00122169454195058	0.395295615665221	0.007433409043981	0.000671071649803841	0.00177231743409732	0.00380273934888843	0.0245715465620483	0.0615149012320187	0.000189276619175442	0.00918851951269874	0	0.0010840388189139	0.0250189276619175	0	0.33804804184734	0	0.101486681808796	0.00354463486819465	0.00234014729162365	0.000223690549934614	0	0.00301121894142749	0.000292518411452956	0	0.00103241792277514	0.000757106476701769
Smokedonor8-S99	WT	Smoke-exposed	Donor	Tumor-naive	Tumor-naive Smoke-exposed Donor	NA	NA	Smoke-FMT	0.0287377877797424	0.00314347461108432	0.420243262069335	0.00985907946203719	0.000750147350372395	0.00137527014234939	0.00791226848130883	0.0369715479826394	0.0548143385307828	8.93032559967136e-05	0.0448302345103502	0	0.00716212113093643	0.0203432817160514	0	0.276143528193038	0	0.0752290628516316	0.00135740949115005	0.00235760595831324	0	7.14426047973709e-05	0.00791226848130883	0.000428655628784225	0	0.000178606511993427	8.93032559967136e-05
