Domain	Phylum	Class	Order	Family	SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731CT8-S41	WT	Pan-CT8	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731CT9-S42	WT	Pan-CT9	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	1.24505333992162	0.0188072063517185	1.88072063517185	713
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SA1-S52	WT	Pan-SA1	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SA2-S53	WT	Pan-SA2	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SA3-S54	WT	Pan-SA3	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SA4-S55	WT	Pan-SA4	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SA5-S56	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SA6-S57	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0.0386294023561309	0.000242497726583813	0.0242497726583813	4
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM1-S43	WT	Pan-SM1	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM2-S44	WT	Pan-SM2	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM3-S45	WT	Pan-SM3	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM4-S46	WT	Pan-SM4	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM5-S47	WT	Pan-SM5	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM6-S48	WT	Pan-SM6	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM7-S49	WT	Pan-SM7	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM8-S50	WT	Pan-SM8	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Deferribacterota	Deferribacteres	Deferribacterales	Deferribacteraceae	S731SM9-S51	WT	Pan-SM9	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Deferribacterota_/_Deferribacteres_/_Deferribacterales_/_Deferribacteraceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX1-S148	WT	Pan-ABX1	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX2-S149	WT	Pan-ABX2	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX3-S150	WT	Pan-ABX3	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX4-S151	WT	Pan-ABX4	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX5-S152	WT	Pan-ABX5	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX6-S153	WT	Pan-ABX6	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731ABX8-S155	WT	Pan-ABX8	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.229854404540869	0.00277623542476402	0.277623542476402	30
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT1-S131	WT	Pan-CT1	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.275016563299063	0.00115554204044397	0.115554204044397	38
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT2-S132	WT	Pan-CT2	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.01489155540135	0.0110927152317881	1.10927152317881	402
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT3-S133	WT	Pan-CT3	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.46930815930385	0.0384265218346781	3.84265218346781	1224
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT4-S134	WT	Pan-CT4	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.48014069549344	0.0376318312559923	3.76318312559923	1256
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT5-S135	WT	Pan-CT5	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.955363270014621	0.00987915926922857	0.987915926922857	345
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT6-S136	WT	Pan-CT6	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.0377043871355	0.0120738032480231	1.20738032480231	426
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731CT7-S137	WT	Pan-CT7	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.22686955099141	0.0188470679268225	1.88470679268225	682
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA1-S156	WT	Pan-SA1	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.698970004336019	0.0076025459688826	0.76025459688826	172
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA2-S157	WT	Pan-SA2	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.658787615776889	0.0059258685464193	0.59258685464193	153
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA3-S158	WT	Pan-SA3	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.186075479962282	0.00222437137330754	0.222437137330754	23
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA5-S160	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA6-S161	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA7-S162	WT	Pan-SA7	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SA8-S163	WT	Pan-SA8	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM1-S138	WT	Pan-SM1	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.20095224810195	0.0190159258378892	1.90159258378892	640
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM10-S147	WT	Pan-SM10	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.793042805784989	0.00865332612222823	0.865332612222823	224
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM2-S139	WT	Pan-SM2	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.17810655029101	0.021544049569119	2.1544049569119	605
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM3-S140	WT	Pan-SM3	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.599527654812567	0.00337828921322811	0.337828921322811	128
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM4-S141	WT	Pan-SM4	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.793042805784989	0.00834886321282147	0.834886321282147	224
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM5-S142	WT	Pan-SM5	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.11471957142661	0.0181556398370558	1.81556398370558	517
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM6-S143	WT	Pan-SM6	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.602059991327962	0.00551305611350912	0.551305611350912	129
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM7-S144	WT	Pan-SM7	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.922834045187701	0.010836495402181	1.0836495402181	317
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM8-S145	WT	Pan-SM8	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.554052265256876	0.00788240306774606	0.788240306774606	111
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	P731SM9-S146	WT	Pan-SM9	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.487105475626263	0.00349375834183874	0.349375834183874	89
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731ABX1-S90	WT	Pan-ABX1	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731ABX2-S91	WT	Pan-ABX2	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731ABX3-S92	WT	Pan-ABX3	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731ABX4-S93	WT	Pan-ABX4	Pancreatic	No	Cocktail	Pre	Antibiotic only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT1-S34	WT	Pan-CT1	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.28821801990402	0.0323370896619304	3.23370896619304	792
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT2-S35	WT	Pan-CT2	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.852252970901993	0.00743210783621104	0.743210783621104	263
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT3-S36	WT	Pan-CT3	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT4-S37	WT	Pan-CT4	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	1.04957858265926	0.0146489588894821	1.46489588894821	439
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT5-S38	WT	Pan-CT5	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT6-S39	WT	Pan-CT6	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT7-S40	WT	Pan-CT7	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT8-S41	WT	Pan-CT8	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731CT9-S42	WT	Pan-CT9	Pancreatic	No	None	Pre	Control	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0.834878874832571	0.00662076969744929	0.662076969744929	251
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SA1-S52	WT	Pan-SA1	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SA2-S53	WT	Pan-SA2	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SA3-S54	WT	Pan-SA3	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SA4-S55	WT	Pan-SA4	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SA5-S56	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SA6-S57	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM1-S43	WT	Pan-SM1	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM2-S44	WT	Pan-SM2	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM3-S45	WT	Pan-SM3	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM4-S46	WT	Pan-SM4	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM5-S47	WT	Pan-SM5	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM6-S48	WT	Pan-SM6	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM7-S49	WT	Pan-SM7	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM8-S50	WT	Pan-SM8	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	S731SM9-S51	WT	Pan-SM9	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales_/_Desulfovibrionaceae	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	P731ABX1-S148	WT	Pan-ABX1	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales_/_Acholeplasmataceae	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	P731ABX2-S149	WT	Pan-ABX2	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales_/_Acholeplasmataceae	0	0	0	0
