Domain	Phylum	Class	Order	SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SA5-S56	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SA6-S57	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Pre	Smoke+Antibiotic	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	0.198834386194241	0.00109123976962716	0.109123976962716	18
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM1-S43	WT	Pan-SM1	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.61821685307011	0.0410015342930826	4.10015342930826	1256
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM2-S44	WT	Pan-SM2	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.620908074583	0.0355185882485177	3.55185882485177	1264
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM3-S45	WT	Pan-SM3	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.58015211126082	0.0394190158980874	3.94190158980874	1148
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM4-S46	WT	Pan-SM4	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.15209098265191	0.0166632715420656	1.66632715420656	409
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM5-S47	WT	Pan-SM5	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.65134055190334	0.0403446226975639	4.03446226975639	1358
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM6-S48	WT	Pan-SM6	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.64025697051485	0.0413114754098361	4.13114754098361	1323
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM7-S49	WT	Pan-SM7	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.39850002742392	0.0340836307072925	3.40836307072925	745
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM8-S50	WT	Pan-SM8	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.46336309714479	0.0339711050370949	3.39711050370949	870
Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	S731SM9-S51	WT	Pan-SM9	Pancreatic	Yes	None	Pre	Smoke only	NA	NA	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Bifidobacteriales	1.57867617277348	0.0344973162052952	3.44973162052952	1144
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX1-S148	WT	Pan-ABX1	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX2-S149	WT	Pan-ABX2	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX3-S150	WT	Pan-ABX3	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX4-S151	WT	Pan-ABX4	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX5-S152	WT	Pan-ABX5	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX6-S153	WT	Pan-ABX6	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731ABX8-S155	WT	Pan-ABX8	Pancreatic	No	Cocktail	Post	Antibiotic only	289.01	27.94	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT1-S131	WT	Pan-CT1	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT2-S132	WT	Pan-CT2	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT3-S133	WT	Pan-CT3	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT4-S134	WT	Pan-CT4	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT5-S135	WT	Pan-CT5	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT6-S136	WT	Pan-CT6	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731CT7-S137	WT	Pan-CT7	Pancreatic	No	None	Post	Control	450.22	110.04	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA1-S156	WT	Pan-SA1	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA2-S157	WT	Pan-SA2	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA3-S158	WT	Pan-SA3	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA5-S160	WT	Pan-SA5	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA6-S161	WT	Pan-SA6	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA7-S162	WT	Pan-SA7	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SA8-S163	WT	Pan-SA8	Pancreatic	Yes	Cocktail	Post	Smoke+Antibiotic	302.79	34.09	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SM1-S138	WT	Pan-SM1	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SM10-S147	WT	Pan-SM10	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SM2-S139	WT	Pan-SM2	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SM3-S140	WT	Pan-SM3	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SM4-S141	WT	Pan-SM4	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	P731SM5-S142	WT	Pan-SM5	Pancreatic	Yes	None	Post	Smoke only	620.21	88.26	Abx-Pancreatic	Bacteria_/_Actinobacteriota_/_Actinobacteria_/_Corynebacteriales	0	0	0	0
