Domain	Phylum	Class	SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38CT3-S64	WT	MC38-CT3	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.301029995663981	0.000549551199853453	0.0549551199853453	9
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38CT4-S65	WT	MC38-CT4	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.425968732272281	0.000647836227001814	0.0647836227001814	15
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38CT5-S66	WT	MC38-CT5	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.460730838531493	0.00105806933466111	0.105806933466111	17
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38CT6-S67	WT	MC38-CT6	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38CT8-S69	WT	MC38-CT8	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM1D-S70	WT	MC38-SM1	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0.443697499232713	0.00119021051848546	0.119021051848546	16
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM2E-S72	WT	MC38-SM3	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	0	0	0	0
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM3A-S73	WT	MC38-SM4	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.09883593404409	0.00189276744439996	0.189276744439996	104
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM3C-S74	WT	MC38-SM5	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.12854286087713	0.00199284710236473	0.199284710236473	112
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM5A-S75	WT	MC38-SM6	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.15970084286751	0.002477426752114	0.2477426752114	121
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM5C-S76	WT	MC38-SM7	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.31292921896369	0.00298477088491673	0.298477088491673	176
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM6C-S77	WT	MC38-SM8	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.40748532657827	0.00363546635959862	0.363546635959862	221
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM7B-S78	WT	MC38-SM9	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.28879553924697	0.00332259162146474	0.332259162146474	166
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM7D-S79	WT	MC38-SM10	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.09497551323086	0.00208764035834448	0.208764035834448	103
Bacteria	Actinobacteriota	Coriobacteriia	POSTMC38SM8C-S80	WT	MC38-SM11	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Actinobacteriota_/_Coriobacteriia	1.0831839885013	0.00190439916206437	0.190439916206437	100
Bacteria	Bacteroidota	Bacteroidia	POSTMC38CT2-S63	WT	MC38-CT2	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.95568775031351	0.338024650233178	33.8024650233178	8118
Bacteria	Bacteroidota	Bacteroidia	POSTMC38CT3-S64	WT	MC38-CT3	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.87383708111742	0.410453685046101	41.0453685046101	6722
Bacteria	Bacteroidota	Bacteroidia	POSTMC38CT4-S65	WT	MC38-CT4	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.00460794224035	0.392459186317699	39.2459186317699	9087
Bacteria	Bacteroidota	Bacteroidia	POSTMC38CT5-S66	WT	MC38-CT5	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.7849341224714	0.340822804506131	34.0822804506131	5476
Bacteria	Bacteroidota	Bacteroidia	POSTMC38CT6-S67	WT	MC38-CT6	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.79588001734408	0.437587657784011	43.7587657784011	5616
Bacteria	Bacteroidota	Bacteroidia	POSTMC38CT8-S69	WT	MC38-CT8	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.5595076406425	0.297531992687386	29.7531992687386	3255
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM1D-S70	WT	MC38-SM1	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.69265111472842	0.32924198467604	32.924198467604	4426
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM2E-S72	WT	MC38-SM3	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	2.91674630432125	0.316366116724219	31.6366116724219	7421
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM3A-S73	WT	MC38-SM4	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.41584477399587	0.426564263094675	42.6564263094675	23438
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM3C-S74	WT	MC38-SM5	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.38219721037745	0.385936193306169	38.5936193306169	21690
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM5A-S75	WT	MC38-SM6	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.33335769692063	0.396838721565898	39.6838721565898	19382
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM5C-S76	WT	MC38-SM7	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.42907007613709	0.409778516433199	40.9778516433199	24163
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM6C-S77	WT	MC38-SM8	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.47444290599986	0.441273235729561	44.1273235729561	26825
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM7B-S78	WT	MC38-SM9	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.3749926061301	0.426993054582574	42.6993054582574	21333
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM7D-S79	WT	MC38-SM10	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.39390652494484	0.451639709757185	45.1639709757185	22283
Bacteria	Bacteroidota	Bacteroidia	POSTMC38SM8C-S80	WT	MC38-SM11	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Bacteroidota_/_Bacteroidia	3.44164277630834	0.47368120358027	47.368120358027	24873
Bacteria	Firmicutes	Bacilli	POSTMC38CT2-S63	WT	MC38-CT2	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.68023476072141	0.179088940706196	17.9088940706196	4301
Bacteria	Firmicutes	Bacilli	POSTMC38CT3-S64	WT	MC38-CT3	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.52547672600025	0.183733284484338	18.3733284484338	3009
Bacteria	Firmicutes	Bacilli	POSTMC38CT4-S65	WT	MC38-CT4	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.64290397839437	0.170424116783277	17.0424116783277	3946
Bacteria	Firmicutes	Bacilli	POSTMC38CT5-S66	WT	MC38-CT5	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.45024910831936	0.157403373373996	15.7403373373996	2529
Bacteria	Firmicutes	Bacilli	POSTMC38CT6-S67	WT	MC38-CT6	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.21777629998523	0.115084930652953	11.5084930652953	1477
Bacteria	Firmicutes	Bacilli	POSTMC38CT8-S69	WT	MC38-CT8	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.53473101528718	0.280987202925046	28.0987202925046	3074
Bacteria	Firmicutes	Bacilli	POSTMC38SM1D-S70	WT	MC38-SM1	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.34613555543138	0.147883656921818	14.7883656921818	1988
Bacteria	Firmicutes	Bacilli	POSTMC38SM2E-S72	WT	MC38-SM3	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.31527043477859	0.0789103465916358	7.89103465916358	1851
Bacteria	Firmicutes	Bacilli	POSTMC38SM3A-S73	WT	MC38-SM4	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.76674323471441	0.0955665562552324	9.55665562552324	5251
Bacteria	Firmicutes	Bacilli	POSTMC38SM3C-S74	WT	MC38-SM5	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.59915500068456	0.0634686215547766	6.34686215547766	3567
Bacteria	Firmicutes	Bacilli	POSTMC38SM5A-S75	WT	MC38-SM6	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.964469155943	0.169611596814152	16.9611596814152	8284
Bacteria	Firmicutes	Bacilli	POSTMC38SM5C-S76	WT	MC38-SM7	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.82144073958672	0.101024319099142	10.1024319099142	5957
Bacteria	Firmicutes	Bacilli	POSTMC38SM6C-S77	WT	MC38-SM8	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.90943715843657	0.120036190162856	12.0036190162856	7297
Bacteria	Firmicutes	Bacilli	POSTMC38SM7B-S78	WT	MC38-SM9	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.68314714068989	0.0866676007285683	8.66676007285683	4330
Bacteria	Firmicutes	Bacilli	POSTMC38SM7D-S79	WT	MC38-SM10	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.91575149068242	0.150066885564879	15.0066885564879	7404
Bacteria	Firmicutes	Bacilli	POSTMC38SM8C-S80	WT	MC38-SM11	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Bacilli	2.87724332980933	0.129023043229861	12.9023043229861	6775
Bacteria	Firmicutes	Clostridia	POSTMC38CT2-S63	WT	MC38-CT2	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.06006797152398	0.429963357761492	42.9963357761492	10326
Bacteria	Firmicutes	Clostridia	POSTMC38CT3-S64	WT	MC38-CT3	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	2.82894618163593	0.370092202479087	37.0092202479087	6061
Bacteria	Firmicutes	Clostridia	POSTMC38CT4-S65	WT	MC38-CT4	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	2.94084838749507	0.338818346721949	33.8818346721949	7845
Bacteria	Firmicutes	Clostridia	POSTMC38CT5-S66	WT	MC38-CT5	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	2.88730465581723	0.431567809796477	43.1567809796477	6934
Bacteria	Firmicutes	Clostridia	POSTMC38CT6-S67	WT	MC38-CT6	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	2.73257244506799	0.378136200716846	37.8136200716846	4853
Bacteria	Firmicutes	Clostridia	POSTMC38CT8-S69	WT	MC38-CT8	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	2.68394713075151	0.396526508226691	39.6526508226691	4338
Bacteria	Firmicutes	Clostridia	POSTMC38SM1D-S70	WT	MC38-SM1	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	2.77823166784187	0.401100944729599	40.1100944729599	5392
Bacteria	Firmicutes	Clostridia	POSTMC38SM2E-S72	WT	MC38-SM3	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.05012186166843	0.430234045274332	43.0234045274332	10092
Bacteria	Firmicutes	Clostridia	POSTMC38SM3A-S73	WT	MC38-SM4	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.36004615150817	0.375113748043534	37.5113748043534	20611
Bacteria	Firmicutes	Clostridia	POSTMC38SM3C-S74	WT	MC38-SM5	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.4630630738052	0.46495613957047	46.495613957047	26131
Bacteria	Firmicutes	Clostridia	POSTMC38SM5A-S75	WT	MC38-SM6	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.22467691159614	0.308941258368993	30.8941258368993	15089
Bacteria	Firmicutes	Clostridia	POSTMC38SM5C-S76	WT	MC38-SM7	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.33068427755096	0.32667978156904	32.667978156904	19263
Bacteria	Firmicutes	Clostridia	POSTMC38SM6C-S77	WT	MC38-SM8	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.36260812048673	0.341059384767231	34.1059384767231	20733
Bacteria	Firmicutes	Clostridia	POSTMC38SM7B-S78	WT	MC38-SM9	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.22413003177068	0.301635275514902	30.1635275514902	15070
Bacteria	Firmicutes	Clostridia	POSTMC38SM7D-S79	WT	MC38-SM10	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.27228006642422	0.341278527706839	34.1278527706839	16838
Bacteria	Firmicutes	Clostridia	POSTMC38SM8C-S80	WT	MC38-SM11	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Firmicutes_/_Clostridia	3.26784937701493	0.317406208341268	31.7406208341268	16667
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38CT2-S63	WT	MC38-CT2	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0.1249387366083	0.00012491672218521	0.012491672218521	3
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38CT3-S64	WT	MC38-CT3	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38CT4-S65	WT	MC38-CT4	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38CT5-S66	WT	MC38-CT5	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38CT6-S67	WT	MC38-CT6	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38CT8-S69	WT	MC38-CT8	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM1D-S70	WT	MC38-SM1	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM2E-S72	WT	MC38-SM3	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0.550907468880581	0.000980517542737775	0.0980517542737775	23
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM3A-S73	WT	MC38-SM4	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0.367976785294594	0.00021839624358461	0.021839624358461	12
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM3C-S74	WT	MC38-SM5	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0.689210167046863	0.000622764719488977	0.0622764719488977	35
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM5A-S75	WT	MC38-SM6	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM5C-S76	WT	MC38-SM7	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM6C-S77	WT	MC38-SM8	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM7B-S78	WT	MC38-SM9	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM7D-S79	WT	MC38-SM10	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Patescibacteria	Saccharimonadia	POSTMC38SM8C-S80	WT	MC38-SM11	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Patescibacteria_/_Saccharimonadia	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38CT2-S63	WT	MC38-CT2	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.7741112725819	0.0219020652898068	2.19020652898068	526
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38CT3-S64	WT	MC38-CT3	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.22760107850545	0.00873175795322709	0.873175795322709	143
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38CT4-S65	WT	MC38-CT4	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.56427143043856	0.0138636952578388	1.38636952578388	321
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38CT5-S66	WT	MC38-CT5	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.72699872793626	0.0293147445073754	2.93147445073754	471
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38CT6-S67	WT	MC38-CT6	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.00479888288177	0.00638927847904005	0.638927847904005	82
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38CT8-S69	WT	MC38-CT8	Colon	No	None	Post	Control	171.36	38.83	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	0.689210167046863	0.00319926873857404	0.319926873857404	35
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38SM1D-S70	WT	MC38-SM1	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.23888208891514	0.0109350591385851	1.09350591385851	147
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38SM2E-S72	WT	MC38-SM3	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.38818017138288	0.00899518267468133	0.899518267468133	211
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38SM3A-S73	WT	MC38-SM4	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.79703659454402	0.0101008262657882	1.01008262657882	555
Bacteria	Proteobacteria	Gammaproteobacteria	POSTMC38SM3C-S74	WT	MC38-SM5	Colon	Yes	None	Post	Smoke only	309.91	42.72	Abx-Colon	Bacteria_/_Proteobacteria_/_Gammaproteobacteria	1.60805035501715	0.00633440686108788	0.633440686108788	356
