"Taxa"	"pValue"	"R2"	"direction"	"Adj_pValue"
"d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39"	0.0956723456700987	0.15473825644041	"Control"	0.116278697045197
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014.g__Clostridia_UCG.014"	0.00396485163498313	0.394776427680117	"Control"	0.0076395921747236
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group"	0.0222272121942182	0.271265721871947	"NNK"	0.0316138340706871
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Candidatus_Arthromitus"	0.040321441812326	0.224716702783785	"Control"	0.0539897271724365
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Anaerofustaceae.g__Anaerofustis"	0.32651286103177	0.0566414885930616	"Control"	0.363027608508215
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.__"	7.5967460771872e-05	0.61178158960927	"NNK"	0.000214336764320639
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__A2"	5.63008398269742e-05	0.624830745184762	"Control"	0.000164732086901147
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356"	2.98292994073396e-07	0.794982892732495	"Control"	1.96376221098319e-06
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor"	0.00638947980230094	0.362381245658526	"Control"	0.0109732370517777
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia"	1.68633583561971e-06	0.74940039255215	"Control"	8.3262831883723e-06
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575"	0.261742171399532	0.0734477682260656	"Control"	0.295394736293757
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium"	0.00740494302059333	0.352084817051779	"Control"	0.0119385816046301
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_FCS020_group"	3.1043417598484e-05	0.649526424489611	"Control"	0.000102184582928343
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_NK4A136_group"	0.00068668368783846	0.501895588967143	"Control"	0.00164387913149207
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.001"	0.00376007180511616	0.398289902964958	"Control"	0.00742614181510441
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.006"	0.0149818511082675	0.301078031624838	"NNK"	0.0227608891837141
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia"	1.98912553273401e-05	0.666962564766942	"Control"	7.48290081361844e-05
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia"	0.330860605222677	0.0556610581919151	"Control"	0.363027608508215
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Tuzzerella"	0.885011767098109	0.00126616642767272	"NNK"	0.896358071804495
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._xylanophilum_group"	0.000782478476806212	0.494546450309153	"Control"	0.00181811175493208
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus"	1.87957189190329e-05	0.669120857928093	"Control"	7.424308973018e-05
"d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__Butyricicoccus"	0.11700006691663	0.138247146162034	"Control"	0.140045534642632
