Domain	Phylum	Class	Order	SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.67907222523894	0.411085277131928	41.1085277131928	10962
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.65140444002841	0.372851859908636	37.2851859908636	10284
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.73007976098408	0.407568996860023	40.7568996860023	12331
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	0.386460190988608	0.00104258814608871	0.104258814608871	33
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	0.169751081024662	0.000358352879854053	0.0358352879854053	11
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	1.28760702269455	0.0199688429400935	1.99688429400935	423
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	0	0	0	0
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.58388844320914	0.300443837487197	30.0443837487197	8800
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.55985460437582	0.326010338345865	32.6010338345865	8325
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.57694196500509	0.368119022316684	36.8119022316684	8660
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.7309577269199	0.414979009235936	41.4979009235936	12356
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.63294118580794	0.297249200699765	29.7249200699765	9855
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.62104074123342	0.396132870599901	39.6132870599901	9588
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.53097880178807	0.380719593273367	38.0719593273367	7788
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Bacteroidota_/_Bacteroidia_/_Bacteroidales	2.58634264550135	0.339679127964996	33.9679127964996	8850
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113ABX1-S180	WT	Bla-ABX1	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113ABX2-S181	WT	Bla-ABX2	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113ABX3-S182	WT	Bla-ABX3	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.206473888049402	0.000697662829521104	0.0697662829521104	14
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113ABX4-S183	WT	Bla-ABX4	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113ABX5-S184	WT	Bla-ABX5	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.58766217062732	0.00204422969708233	0.204422969708233	66
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT1-S164	WT	Bla-CT1	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT2-S165	WT	Bla-CT2	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.0854301953246264	0.000340901343151292	0.0340901343151292	5
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT3-S166	WT	Bla-CT3	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT4-S167	WT	Bla-CT4	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT5-S168	WT	Bla-CT5	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.362548033583196	0.000947807405535195	0.0947807405535195	30
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.143422142302313	0.000339648275341535	0.0339648275341535	9
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.182340208332683	0.000566491998300524	0.0566491998300524	12
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.11539341870207	0.00039849709666401	0.039849709666401	7
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.11539341870207	0.000342197888150176	0.0342197888150176	7
Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Campilobacterota_/_Campylobacteria_/_Campylobacterales	0.12963385781668	0.000307054578951409	0.0307054578951409	8
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113ABX1-S180	WT	Bla-ABX1	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113ABX2-S181	WT	Bla-ABX2	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113ABX3-S182	WT	Bla-ABX3	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113ABX4-S183	WT	Bla-ABX4	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113ABX5-S184	WT	Bla-ABX5	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT1-S164	WT	Bla-CT1	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT2-S165	WT	Bla-CT2	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT3-S166	WT	Bla-CT3	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT4-S167	WT	Bla-CT4	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.03096911724207	0.00732457000850173	0.732457000850173	224
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT5-S168	WT	Bla-CT5	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	1.13658271777201	0.00851585056432092	0.851585056432092	292
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0.784400199660645	0.00424189688927561	0.424189688927561	117
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Desulfobacterota_/_Desulfovibrionia_/_Desulfovibrionales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113ABX1-S180	WT	Bla-ABX1	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113ABX2-S181	WT	Bla-ABX2	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113ABX3-S182	WT	Bla-ABX3	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113ABX4-S183	WT	Bla-ABX4	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113ABX5-S184	WT	Bla-ABX5	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT1-S164	WT	Bla-CT1	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.51965682075298	0.023855702094647	2.3855702094647	738
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT2-S165	WT	Bla-CT2	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.64087014470232	0.067021204063544	6.7021204063544	983
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT3-S166	WT	Bla-CT3	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.44648313690663	0.0424832122790188	4.24832122790188	620
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT4-S167	WT	Bla-CT4	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.9536126406097	0.0668367013275783	6.68367013275783	2044
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT5-S168	WT	Bla-CT5	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.18109759094159	0.00950742220537198	0.950742220537198	326
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.6792698564059	0.0403510087752194	4.03510087752194	1076
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.90167149531641	0.0656587629613516	6.56587629613516	1811
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.65321251377534	0.033449016691456	3.3449016691456	1012
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0.928306775344925	0.00587231136906794	0.587231136906794	172
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	1.48830542167218	0.0291179596174283	2.91179596174283	685
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0.5676910896967	0.00208228379513014	0.208228379513014	62
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0.291484677757751	0.0006635700066357	0.06635700066357	22
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Acholeplasmatales	0.774992731138814	0.00470996529499256	0.470996529499256	114
