Domain	Phylum	Class	Order	Family	Genus	SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelatoclostridiaceae_/_Erysipelatoclostridium	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelatoclostridiaceae_/_Erysipelatoclostridium	0.0589778599593379	0.000268681780016793	0.0268681780016793	8
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelatoclostridiaceae_/_Erysipelatoclostridium	0.0984864012430114	0.000422271822404536	0.0422271822404536	14
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelatoclostridiaceae_/_Erysipelatoclostridium	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelatoclostridiaceae_/_Erysipelatoclostridium	0.0791812460476248	0.000537739538521705	0.0537739538521705	11
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelatoclostridiaceae_/_Erysipelatoclostridium	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113ABX1-S180	WT	Bla-ABX1	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0.116969806937025	0.000693424702235275	0.0693424702235275	17
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113ABX2-S181	WT	Bla-ABX2	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113ABX3-S182	WT	Bla-ABX3	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113ABX4-S183	WT	Bla-ABX4	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113ABX5-S184	WT	Bla-ABX5	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT1-S164	WT	Bla-CT1	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.71096311899528	0.0896043444530644	8.96043444530644	2772
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT2-S165	WT	Bla-CT2	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0.947166271720391	0.0294538760482716	2.94538760482716	432
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT3-S166	WT	Bla-CT3	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.38348895147284	0.0873646704124983	8.73646704124983	1275
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT4-S167	WT	Bla-CT4	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.55410353666735	0.0626185337780394	6.26185337780394	1915
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT5-S168	WT	Bla-CT5	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.7041505168398	0.0795590422584502	7.95590422584502	2728
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.66172666107785	0.0925898147453686	9.25898147453686	2469
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.49667810188495	0.0605829889058081	6.05829889058081	1671
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.62773816221511	0.075326392331846	7.5326392331846	2279
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0.146128035678238	0.00103856866355096	0.103856866355096	22
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0.999209654955848	0.0168658245134858	1.68658245134858	494
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.50588962280508	0.0668859649122807	6.68859649122807	1708
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.25876785179313	0.0400850159404888	4.00850159404888	943
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.31271575398918	0.0361041141897565	3.61041141897565	1075
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.09659404756531	0.0190625565542619	1.90625565542619	632
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0.930810153220839	0.0171046108081309	1.71046108081309	414
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	0.962067846951281	0.0219495502542041	2.19495502542041	449
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum	P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Faecalibaculum	1.13987908640124	0.027020802947724	2.7020802947724	704
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113ABX1-S180	WT	Bla-ABX1	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0.104735350520013	0.000611845325501713	0.0611845325501713	15
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113ABX2-S181	WT	Bla-ABX2	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113ABX3-S182	WT	Bla-ABX3	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113ABX4-S183	WT	Bla-ABX4	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113ABX5-S184	WT	Bla-ABX5	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT1-S164	WT	Bla-CT1	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.59308458500251	0.0678820791311094	6.78820791311094	2100
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT2-S165	WT	Bla-CT2	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.14159228184536	0.0482034499215927	4.82034499215927	707
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT3-S166	WT	Bla-CT3	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.23690352293305	0.06125805125394	6.125805125394	894
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT4-S167	WT	Bla-CT4	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.41739619655262	0.0452226800078478	4.52226800078478	1383
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT5-S168	WT	Bla-CT5	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.70648502066156	0.0799965003353845	7.99965003353845	2743
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.55388302664387	0.0717767944198605	7.17767944198605	1914
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.32708015328214	0.0403524037415706	4.03524037415706	1113
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.53333289843585	0.0602545033878698	6.02545033878698	1823
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SA1-S185	WT	Bla-SA1	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SA2-S186	WT	Bla-SA2	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SA3-S187	WT	Bla-SA3	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SA4-S188	WT	Bla-SA4	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SA5-S189	WT	Bla-SA5	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0.134698573897456	0.000944153330500873	0.0944153330500873	20
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SA6-S190	WT	Bla-SA6	Bladder	Yes	Cocktail	Post	Smoke+Antibiotic	446.19	113.81	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM1-S172	WT	Bla-SM1	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.28617057502905	0.0344144759303517	3.44144759303517	1008
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM2-S173	WT	Bla-SM2	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.09596142621251	0.0247102130325815	2.47102130325815	631
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM3-S174	WT	Bla-SM3	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.32146661780046	0.0466737513283741	4.66737513283741	1098
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM4-S175	WT	Bla-SM4	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.36786396688068	0.0412426532325777	4.12426532325777	1228
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM5-S176	WT	Bla-SM5	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.25746039125148	0.0283525366471617	2.83525366471617	940
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM6-S177	WT	Bla-SM6	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.40947200722154	0.056065113204429	5.6065113204429	1357
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM7-S178	WT	Bla-SM7	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.36786396688068	0.0600312866640594	6.00312866640594	1228
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	P113SM8-S179	WT	Bla-SM8	Bladder	Yes	None	Post	Smoke only	883.58	226.27	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Erysipelotrichales_/_Erysipelotrichaceae_/_Turicibacter	1.16812232938441	0.0289782758885392	2.89782758885392	755
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113ABX1-S180	WT	Bla-ABX1	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	0.1627272974977	0.00101974220916952	0.101974220916952	25
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113ABX2-S181	WT	Bla-ABX2	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113ABX3-S182	WT	Bla-ABX3	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	0.151731913196237	0.00114616036278467	0.114616036278467	23
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113ABX4-S183	WT	Bla-ABX4	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	0	0	0	0
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113ABX5-S184	WT	Bla-ABX5	Bladder	No	Cocktail	Post	Antibiotic only	454.95	152.33	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	0.320335150859368	0.00185839063371121	0.185839063371121	60
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT1-S164	WT	Bla-CT1	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.68484536164441	0.0842707525213344	8.42707525213344	2607
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT2-S165	WT	Bla-CT2	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	0.792391689498254	0.0194995568282539	1.94995568282539	286
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT3-S166	WT	Bla-CT3	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.30652250134347	0.0725640674249692	7.25640674249692	1059
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT4-S167	WT	Bla-CT4	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.73617911953319	0.0961676803348375	9.61676803348375	2941
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT5-S168	WT	Bla-CT5	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.76668318293308	0.0921286710023623	9.21286710023623	3159
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT6-S169	WT	Bla-CT6	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.52469109900977	0.0669766744168604	6.69766744168604	1786
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT7-S170	WT	Bla-CT7	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.61795295058795	0.0807410630121093	8.07410630121093	2227
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	P113CT8-S171	WT	Bla-CT8	Bladder	No	None	Post	Control	463.67	170.35	Abx-Bladder	Bacteria_/_Firmicutes_/_Bacilli_/_Lactobacillales_/_Lactobacillaceae_/_Lactobacillus	1.70383829936992	0.0901008097835069	9.01008097835069	2726
