SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae_UCG.002	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Clostridium._innocuum_group	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014.g__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_FCS020_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_NK4A136_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.001	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.006	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._fissicatena_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._ventriosum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._xylanophilum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__UCG.010	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group.g__.Eubacterium._coprostanoligenes_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._nodatum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	Other
Neo2-S138	WT	Neo2	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.63485250472427	0	0	0	2.13777596131347	1.73865622568023	1.10198953853733	0	0.111973759443932	0.482761522072355	0	2.37775608632605	0	0	1.87335479957768	0	0.353127664255675	0.0986097978859508	0.42915039105847	0	0	0	0	0	0	0.462691539297021	0	0	0.599925861815277	0.522878745280338	0.995721202020725	0	0	0.413003755107914	0	0.837736940367888	0	0.16166154363304	0	0.1249387366083	0.317735689166834	0.131278914639319	0	0	0	0.413003755107914	0	0	0.367976785294594	1.34087162745247	1.22031323423277
Neo3-S143	WT	Neo3	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.462691539297021	0	0	0	1.9769161160908	1.44685379701671	0.952346023971914	0	0.0777596589128307	0.274701056941632	0	2.17518197951514	0	0.11850462660289	1.77744103848064	0	0.0406178509082641	0	0	0	0	0	0.048304679574555	0.403019534201313	0	0.450792315997313	0	0	0.59128290031177	0.11850462660289	0	0	0	0.403019534201313	0	0.20624367628578	0	0.301029995663981	0	0	0.236912496052232	0.1249387366083	0	0	0	0.453797826137038	0	0	0.329856321842687	1.0551083876295	0.924887116086788
Neo4-S109	WT	Neo4	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.50991376811597	0	0	0	1.84704010912823	1.49245909045583	0.8135679076061	0	0	0.367976785294594	0	2.30022026134804	0	0	1.80830366761374	0	0.0848215134003176	0	0	0	0	0	0.15575268402252	0	0	0.504617428306021	0	0	0.13752786391632	0.0327925133963075	0.612576110013118	0	0	0.216709109963945	0	0.499255699933913	0	0.0917703733556454	0	0	0.190056915192505	0	0	0	0	0.313619122972002	0	0	0.211507916278138	1.09314690218445	0.520316528515737
Neo5-S114	WT	Neo5	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.58023155383229	0	0	0	2.00951754882908	1.64499821008137	1.00254718901388	0	0	0.550108398771248	0	2.42959396903142	0.0777596589128307	0.111973759443932	1.50355036516011	0	0	0	0.11850462660289	0	0	0	0.211507916278138	0.42915039105847	0	0.42276359239707	0	0	0.582464435264582	0	0	0	0	0.622843597251254	0	0.329856321842687	0	0.105343180544919	0	0	0.301029995663981	0	0	0	0	0.54040309026387	0	0	0.216709109963945	1.04139268515822	0.848732324669351
Neo6-S119	WT	Neo6	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.564271430438563	0	0	0	2.06628937627875	1.59821097515705	1.02882632617871	0	0	0.522878745280338	0	2.42211971610136	0	0.211507916278138	1.95129941610403	0	0.0632818355442078	0.048304679574555	0	0	0	0	0	0.693830364683608	0	0.550108398771248	0	0	0.575731052605613	0.474273411846836	0	0	0	0.632873938742182	0	0.143688172621139	0	0.226928275145631	0	0	0.13752786391632	0	0	0	0	0.468521082957745	0	0	0.425968732272281	1.22235938398665	0.908379875558465
Neo7-S124	WT	Neo7	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.532979072184663	0	0	0	2.08830984124614	1.49519051129526	1.20571372566248	0	0	0.378789654576812	0	2.41768330992686	0	0	1.73725502341181	0	0.048304679574555	0	0	0	0	0	0.16166154363304	0.568891628075308	0	0.305267048607236	0	0	0.507273671949761	0.1249387366083	0	0	0	0.416281464869149	0	0.0986097978859508	0	0.482761522072355	0	0	0.0917703733556454	0	0	0	0	0.801632346233166	0	0	0	0.928917720255429	0.957071799458189
Neo8-S129	WT	Neo8	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.796220506959245	0	0	0	2.01034984973906	1.71155913164404	0.683364931005443	0	0	0.195519810894007	0	2.42823010720417	0	0	1.82057490215517	0	0.0327925133963075	0	0.525425934294217	0	0	0	0.111973759443932	0	0	0.517739105627926	0	0	0.367976785294594	0.0986097978859508	0.5572476469116	0	0	0.644612342013426	0	0.571183424854893	0	0	0	0	0.131278914639319	0.15575268402252	0	0	0	0.441648936557444	0	0	0.149762320333332	1.23641869897584	0.830248918975338
Neo9-S134	WT	Neo9	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	0.59128290031177	0	0	0	1.82301368354718	1.52972216146952	0.879017128573819	0	0	0.575731052605613	0	2.3555754610087	0	0.111973759443932	1.8333846328282	0	0.048304679574555	0	0	0	0	0	0	0.485554422256525	0	0.54040309026387	0	0	0.683364931005443	0.279201558168308	0	0	0	0.44471816828512	0	0.167491087293764	0	0.375215194218514	0	0	0.44471816828512	0.0917703733556454	0	0	0	0.731762517732326	0	0	0.226928275145631	1.19497660321605	1.26416941478984
SMK-Neo1-S139	WT	SMK_Neo1	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	0	2.33626347803521	1.56124172764184	0	0	0.0406178509082641	0	0	2.34392964303481	0	0	1.73459590968678	0	0	0.0777596589128307	0	0	0	0	0.59128290031177	0	0	0.353127664255675	0	0.559601552305077	0.200914842780713	0.522878745280338	0	0	0.143688172621139	0	0	0.826455929958199	0	0.571183424854893	0	0	0	0.211507916278138	0	0	0	0.190056915192505	0	0	0.048304679574555	0.42915039105847	1.12301849258721
SMK-Neo3-S110	WT	SMK_Neo3	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	0	2.43889895697393	1.16864766449371	0	0	0	1.33421714287382	0.0848215134003175	0	0	0	0.105343180544919	0	0.1249387366083	0.329856321842687	0	0	0	0	0.471406771195233	0.265557677501762	0.20624367628578	0.499255699933913	0	0.450792315997313	0.301029995663981	0.274701056941632	0	0	0	0	0.50991376811597	0.915679114299964	0	1.39383317445739	0	0.15575268402252	0.718941085266639	0.669006780958576	0	0	0	0.42915039105847	0	0	0.0917703733556454	0.840204529289886	1.50060235056919
