SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae.g__Coriobacteriaceae_UCG.002	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Adlercreutzia	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae.g__Enterorhabdus	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Muribaculaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae.g__Alistipes	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae.g__Anaeroplasma	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae.g__Erysipelatoclostridium	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.__	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalibaculum	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Clostridium._innocuum_group	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39.g__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014.g__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group.g__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium_sensu_stricto_1	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__ASF356	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Acetatifactor	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Blautia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__GCA.900066575	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnoclostridium	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_FCS020_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_NK4A136_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.001	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Lachnospiraceae_UCG.006	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Marvinbryantia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._fissicatena_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._ventriosum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__.Eubacterium._xylanophilum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae.g__Monoglobus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae.g__UCG.009	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Colidextribacter	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__NK4A214_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__Oscillibacter	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae.g__UCG.005	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Anaerotruncus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Paludicola	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Ruminococcus	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010.g__UCG.010	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group.g__.Eubacterium._coprostanoligenes_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae.g__.Eubacterium._nodatum_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae.g__Parasutterella	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae.g__Akkermansia	Other
SMK-Neo6-S125	WT	SMK_Neo6	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	0	0.54310062274664	0.0241450890418442	0	0	0	0.0217779234495065	0.00345970355803197	0.00131104555883317	0	0	0.0748752685822499	0	0.000509851050657344	0.0032047780327033	0	0	0	0.0014202993554026	0.00630030226883718	0.00513492843876325	0.00222149386357843	0.00469791325248552	0	0.000946866236935067	0.00382388287993008	0.0213409082632288	0	0	0.00101970210131469	0	0	0.0138752321643177	0	0.0600531701809971	0	0	0.0167886667395025	0.00925015477621181	0	0	0	0.00345970355803197	0	0	0.000473433118467533	0.0500018208966095	0.126807239884919
SMK-Neo7-S130	WT	SMK_Neo7	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	0	0.426864834548514	0.0515423443634324	0	0	0.00162647223780146	0.00128996074032529	0	0.437016264722378	0	0	0.0172742568704431	0	0	0	0	0	0	0	0	0	0	0.00246775098149187	0	0.00695457094784072	0.00269209197980931	0.000616937745372967	0	0	0	0	0	0.00246775098149187	0	0.000729108244531688	0	0	0	0.00151430173864274	0	0	0	0	0	0	0.000448681996634885	0.0374649467190129	0.00902972518227706
SMK-Neo8-S135	WT	SMK_Neo8	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	0	0	0	0	0.745710230937944	0.00249430181051907	0	0	0	0.0224487162946717	0.000645078054444588	0.000387046832666753	0	0	0.0460155678837139	0	0.000344041629037113	0.000602072850814949	0	0	0	0	0.000688083258074227	0.00146217692340773	0.00107513009074098	0.00550466606459382	0	0.00726787941340902	0.00369844751214897	0.00791295746785361	0	0	0.00331140067948222	0	0.00288134864318583	0.0117404205908915	0	0.042317120371565	0	0	0.00348342149400077	0.00705285339526083	0	0	0	0.00550466606459382	0	0	0	0.0264482002322281	0.0510041715047521
SMK1-S117	WT	SMK1	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0	0.00521528198908429	0.116009702850212	0.176955730745907	0	0.00976349302607641	0	0.00151607034566404	0	0.218799272286234	0.077865372953305	0	0.150515463917526	0.00151607034566404	0.0105518496058217	0.000303214069132808	0.00721649484536083	0	0.00127349909035779	0.00515463917525773	0	0.00460885385081868	0	0.0369921164342025	0.00485142510612492	0	0.00303214069132808	0.00606428138265616	0	0.00830806549423893	0.00636749545178896	0	0.000363856882959369	0.00745906610066707	0.0015767131594906	0.0130382049727107	0.00109157064887811	0	0.00260764099454215	0	0.00333535476046089	0.00745906610066707	0.000909642207398423	0.00642813826561552	0	0	0.0129775621588842	0.00636749545178896	0.0835051546391753
SMK10-S123	WT	SMK10	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00107753976121719	0.00366363518813844	0.165467005732512	0.170380587043662	0	0.0262919701736994	0	0.00146545407525538	0.000732727037627688	0.137149260807724	0.0481875781216327	0	0.151157277703547	0.00176716520839619	0.00482737813025301	0.000474117494935563	0.00521529244429119	0.0003448127235895	0.000905133399422439	0.00573251152967545	0	0.00620662902461101	0	0.0531011594327831	0.0115512262402483	0.000517219085384251	0.00258609542692125	0.00655144174820051	0	0.00521529244429119	0.00620662902461101	0	0.00116374294211456	0.00918063876557045	0.00107753976121719	0.0195681220637041	0.002068876341537	0.000689625447179001	0.00366363518813844	0	0.00461187017800957	0.00874962286108357	0.00176716520839619	0.00827550536614801	0.000646523856730313	0	0.0148269471143485	0.00254299383647257	0.104392052066721
SMK11-S128	WT	SMK11	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00726268846888936	0.00560628583563389	0.0912295604162243	0.17523890422595	0	0.00297303036738161	0	0.000934380972605649	0.00152898704608197	0	0.0454873646209386	0	0.393501805054152	0.0240390741133999	0.0351667020598853	0.00284561478020811	0.0145678488001699	0	0	0.000637077935867488	0	0.00658313867063071	0	0.018432788277766	0.00662561053302187	0.00259078360586112	0.00615842004671905	0	0	0.00178381822042897	0.00777235081758335	0.00225100870673179	0	0.00658313867063071	0.000849437247823317	0.00390741133998726	0.00050966234869399	0.000552134211085156	0.00110426842217031	0	0	0.0132936929284349	0	0.00310044595455511	0.000297303036738161	0.0151624548736462	0.00254831174346995	0.0120195370566999	0.0868549585899342
SMK2-S122	WT	SMK2	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00481889430205465	0.0055602626562169	0.116024147426393	0.171785638635882	0	0.0155157805549672	0.000953187883922898	0.00132387206100402	0.00222410506248676	0	0.0426816352467698	0	0.261703029019276	0.0232471933912307	0.0237237873331921	0.00307138318152934	0.0077314128362635	0.000423639059521288	0.0012179622961237	0	0.00052954882440161	0.00969074348654946	0	0.080279601779284	0.000635458589281932	0.00206524041516628	0.00540139800889642	0.000476593941961449	0	0.00582503706841771	0.0099025630163101	0.0040775259478924	0.00153569159076467	0.00815505189578479	0	0.0409870790086846	0.00105909764880322	0	0.00301842829908918	0	0	0.0256301631010379	0	0.00481889430205465	0.000847278119042576	0.00630163101037916	0.00571912730353739	0.00630163101037916	0.094736284685448
SMK3-S127	WT	SMK3	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0	0.00822037127769612	0.0658174097664544	0.173008873645816	0	0.00266753769938483	0	0.00315749360335348	0.000217758179541619	0.234634438456094	0.0578147966682999	0	0.282867875224563	0.000762153628395667	0.00789373400838369	0.000435516359083238	0.0080570526430399	0	0	0.00125210953236431	0	0.00402852632151995	0	0.0268386956285045	0	0.0011976699874789	0.00130654907724971	0	0	0.00713158037998802	0.00849256900212314	0	0	0.00724045946975883	0.00157874680167674	0.00718601992487343	0.000816593173281071	0	0.00304861451358267	0	0.00413740541129076	0.00174206543633295	0.0010887908977081	0.00310305405846807	0.000272197724427024	0	0.00266753769938483	0.00473624040503021	0.06657956339485
SMK4-S132	WT	SMK4	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00168776371308017	0.00767932489451477	0.0913924050632911	0.159746835443038	0	0.00345991561181435	0	0.00185654008438819	0.00160337552742616	0	0.0774683544303797	0	0.410970464135021	0.0108860759493671	0.0239662447257384	0.00185654008438819	0.0156962025316456	0	0	0	0	0.00666666666666667	0	0.0287763713080169	0	0	0.00413502109704641	0	0	0.00734177215189873	0.0131645569620253	0.00886075949367089	0	0.0105485232067511	0.000843881856540084	0.00379746835443038	0	0	0.00236286919831224	0	0	0.00776371308016878	0	0.0020253164556962	0.000506329113924051	0.0253164556962025	0	0	0.069620253164557
SMK5-S137	WT	SMK5	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00678890933316414	0.0078040733455999	0.0658587653067699	0.164710361017702	0	0.0078040733455999	0	0	0.00101516401243576	0	0.0502506186155701	0	0.4428653004251	0.0203667279994924	0.0218260262673688	0.0014592982678764	0.00805786434870884	0	0	0.000824820760104054	0	0.00697925258549584	0	0.0154812511896453	0	0.00234756677875769	0.00107861176321299	0	0	0.00298204428653004	0.0107861176321299	0.00551995431761944	0	0.0115474906414568	0.00241101452953493	0	0	0	0.00215722352642599	0	0	0.00964405811813971	0	0.00164964152020811	0.00050758200621788	0.0193515639870567	0.00101516401243576	0.00691580483471861	0.0999936552249223
SMK7-S108	WT	SMK7	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00440960313571779	0.0120389164975152	0.124308812206901	0.195072443480087	0	0.00377965983061524	0	0.000909918107370337	0	0	0.103940645341919	0	0.262686358227759	0.0201581857632813	0.0158185763281305	0.000629943305102541	0	0.000629943305102541	0.00335969762721355	0.00223979841814237	0	0.00384965353118219	0	0.0462658360747533	0.00293973542381186	0.000909918107370337	0.00769930706236439	0.00160985511303983	0	0.00482956533911948	0.00909918107370337	0	0.000559949604535592	0.0103590676839084	0.000909918107370337	0.012318891299783	0.00118989290963813	0.00125988661020508	0.0032897039266466	0.000419962203401694	0.00139987401133898	0.0142787149156576	0.000559949604535592	0.0104290613844754	0	0	0.00622943935045846	0.00293973542381186	0.10667039966403
SMK8-S113	WT	SMK8	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00371453777220597	0.00733621210010679	0.137298602405163	0.173886799461392	0	0.00956493476343038	0	0.0102149788735664	0	0.281840553466128	0.0234944514092028	0	0.0660259089009611	0	0.000742907554441194	0.00120722477596694	0	0.000510748943678321	0	0.00427171843803687	0	0.00334308399498537	0	0.0703904907833032	0.000510748943678321	0.00130008822027209	0.00208942749686586	0.00260017644054418	0	0.00362167432790082	0.00780052932163254	0	0.000650044110136045	0.00872916376468403	0.00208942749686586	0.0317128662302085	0.00190370060825556	0.00143938338672981	0.006221850768445	0	0.00673259971212332	0.0123972698147374	0.00264660816269675	0.0116543622602962	0.000650044110136045	0	0.0202906625806751	0.0104007057621767	0.0707155128383712
SMK9-S118	WT	SMK9	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	0	0	0.00139309218427247	0.00384301292213095	0.109862131911419	0.138252389873661	0	0.00883892972090119	0	0.00187346879953884	0	0.240380458279291	0.0698947975212567	0	0.194504491521353	0.00139309218427247	0.00475572849113705	0.00115290387663929	0.00744583753662872	0.000576451938319643	0.00110486621511265	0.00393908824518422	0	0.00518806744487678	0	0.0324254215304799	0	0.00076860258442619	0.00225777009175193	0.0040351635682375	0	0.00465965316808378	0.00422731421434405	0	0.00076860258442619	0.00725368689052217	0	0.0169092568573762	0.00158524283037902	0.00115290387663929	0.00398712590671086	0	0.00134505452274583	0.00831051544410818	0.00110486621511265	0.0054762934140366	0	0	0.0103761348897536	0.00422731421434405	0.0947302685305279
