Domain	Phylum	SampleID	MouseModel	MouseID	Cancer	SmokeExp	AntibioticExp	TumorImp	Treatment	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Proteobacteria	Neo4-S109	WT	Neo4	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.801632346233166	0.00158533564528115	0.158533564528115	32
Bacteria	Proteobacteria	Neo5-S114	WT	Neo5	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.812913356642856	0.0013206867571137	0.13206867571137	33
Bacteria	Proteobacteria	Neo6-S119	WT	Neo6	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.18089014193745	0.00295611045419768	0.295611045419768	85
Bacteria	Proteobacteria	Neo7-S124	WT	Neo7	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Proteobacteria	0	0	0	0
Bacteria	Proteobacteria	Neo8-S129	WT	Neo8	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.653212513775344	0.000771010023130301	0.0771010023130301	21
Bacteria	Proteobacteria	Neo9-S134	WT	Neo9	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.834632606336092	0.00150511739915713	0.150511739915713	35
Bacteria	Proteobacteria	SMK-Neo1-S139	WT	SMK_Neo1	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.301029995663981	0.000210674157303371	0.0210674157303371	6
Bacteria	Proteobacteria	SMK-Neo3-S110	WT	SMK_Neo3	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.477121254719662	0.000589159465828751	0.0589159465828751	12
Bacteria	Proteobacteria	SMK-Neo4-S115	WT	SMK_Neo4	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0	0	0	0
Bacteria	Proteobacteria	SMK-Neo5-S120	WT	SMK_Neo5	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.425968732272281	0.000532226302623876	0.0532226302623876	10
Bacteria	Proteobacteria	SMK-Neo6-S125	WT	SMK_Neo6	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.500602350569185	0.000473433118467533	0.0473433118467533	13
Bacteria	Proteobacteria	SMK-Neo7-S130	WT	SMK_Neo7	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.367976785294594	0.000448681996634885	0.0448681996634885	8
Bacteria	Proteobacteria	SMK-Neo8-S135	WT	SMK_Neo8	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Proteobacteria	0	0	0	0
Bacteria	Proteobacteria	SMK1-S117	WT	SMK1	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.56427143043856	0.0129775621588842	1.29775621588842	214
Bacteria	Proteobacteria	SMK10-S123	WT	SMK10	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.76591679396663	0.0148269471143485	1.48269471143485	344
Bacteria	Proteobacteria	SMK11-S128	WT	SMK11	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.04139268515822	0.00254831174346995	0.254831174346995	60
Bacteria	Proteobacteria	SMK2-S122	WT	SMK2	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.27875360095283	0.00571912730353739	0.571912730353739	108
Bacteria	Proteobacteria	SMK3-S127	WT	SMK3	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.9622114391106	0.00266753769938483	0.266753769938483	49
Bacteria	Proteobacteria	SMK4-S132	WT	SMK4	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	0	0	0	0
Bacteria	Proteobacteria	SMK5-S137	WT	SMK5	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	0.564271430438563	0.00101516401243576	0.101516401243576	16
Bacteria	Proteobacteria	SMK7-S108	WT	SMK7	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.1995723549052	0.00622943935045846	0.622943935045846	89
Bacteria	Proteobacteria	SMK8-S113	WT	SMK8	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.86825247583943	0.0202906625806751	2.02906625806751	437
Bacteria	Proteobacteria	SMK9-S118	WT	SMK9	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Proteobacteria	1.56820172406699	0.0103761348897536	1.03761348897536	216
Bacteria	Verrucomicrobiota	CTRL1-S106	WT	CTRL1	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.50288211686408	0.00780458994262572	0.780458994262572	185
Bacteria	Verrucomicrobiota	CTRL10-S112	WT	CTRL10	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.55226252296555	0.0106622923928645	1.06622923928645	208
Bacteria	Verrucomicrobiota	CTRL2-S111	WT	CTRL2	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.29739571100889	0.0057099545224861	0.57099545224861	113
Bacteria	Verrucomicrobiota	CTRL3-S116	WT	CTRL3	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.14612803567824	0.00293531027734919	0.293531027734919	78
Bacteria	Verrucomicrobiota	CTRL4-S121	WT	CTRL4	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.15634720085992	0.00325852307441652	0.325852307441652	80
Bacteria	Verrucomicrobiota	CTRL6-S131	WT	CTRL6	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.20411998265592	0.00428082191780822	0.428082191780822	90
Bacteria	Verrucomicrobiota	CTRL7-S136	WT	CTRL7	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.19497660321605	0.00360139144669531	0.360139144669531	88
Bacteria	Verrucomicrobiota	CTRL8-S141	WT	CTRL8	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.32905871926422	0.00625608943131121	0.625608943131121	122
Bacteria	Verrucomicrobiota	CTRL9-S107	WT	CTRL9	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.26324143477458	0.00704654786909682	0.704654786909682	104
Bacteria	Verrucomicrobiota	Neo1-S133	WT	Neo1	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.10833947478884	0.00627042303276517	0.627042303276517	71
Bacteria	Verrucomicrobiota	Neo2-S138	WT	Neo2	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.25244847158231	0.0356284225991719	3.56284225991719	1067
Bacteria	Verrucomicrobiota	Neo3-S143	WT	Neo3	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.94939000664491	0.0278775079197466	2.78775079197466	528
Bacteria	Verrucomicrobiota	Neo4-S109	WT	Neo4	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.99048685086397	0.0287837503096359	2.87837503096359	581
Bacteria	Verrucomicrobiota	Neo5-S114	WT	Neo5	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.93449845124357	0.0204106135190299	2.04106135190299	510
Bacteria	Verrucomicrobiota	Neo6-S119	WT	Neo6	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.12818379142145	0.0278222160395075	2.78222160395075	800
Bacteria	Verrucomicrobiota	Neo7-S124	WT	Neo7	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.81068047521056	0.014493853392017	1.4493853392017	382
Bacteria	Verrucomicrobiota	Neo8-S129	WT	Neo8	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.14301480025409	0.0303998237691376	3.03998237691376	828
Bacteria	Verrucomicrobiota	Neo9-S134	WT	Neo9	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.09922009548613	0.032166508987701	3.2166508987701	748
Bacteria	Verrucomicrobiota	SMK-Neo1-S139	WT	SMK_Neo1	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.18563657696191	0.00301966292134831	0.301966292134831	86
Bacteria	Verrucomicrobiota	SMK-Neo3-S110	WT	SMK_Neo3	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.7103994661168	0.0148271798900236	1.48271798900236	302
Bacteria	Verrucomicrobiota	SMK-Neo4-S115	WT	SMK_Neo4	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.58168423195624	0.00857923287038818	0.857923287038818	223
Bacteria	Verrucomicrobiota	SMK-Neo5-S120	WT	SMK_Neo5	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.52720011906298	0.010431635531428	1.0431635531428	196
Bacteria	Verrucomicrobiota	SMK-Neo6-S125	WT	SMK_Neo6	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.36141301579221	0.0500018208966095	5.00018208966095	1373
Bacteria	Verrucomicrobiota	SMK-Neo7-S130	WT	SMK_Neo7	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.05050864615168	0.0374649467190129	3.74649467190129	668
Bacteria	Verrucomicrobiota	SMK-Neo8-S135	WT	SMK_Neo8	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	2.01494034979294	0.0264482002322281	2.64482002322281	615
Bacteria	Verrucomicrobiota	SMK1-S117	WT	SMK1	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.26717172840301	0.00636749545178896	0.636749545178896	105
Bacteria	Verrucomicrobiota	SMK10-S123	WT	SMK10	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.03476210625921	0.00254299383647257	0.254299383647257	59
Bacteria	Verrucomicrobiota	SMK11-S128	WT	SMK11	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.6827465923729	0.0120195370566999	1.20195370566999	283
Bacteria	Verrucomicrobiota	SMK2-S122	WT	SMK2	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.31875876262441	0.00630163101037916	0.630163101037916	119
Bacteria	Verrucomicrobiota	SMK3-S127	WT	SMK3	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.19033169817029	0.00473624040503021	0.473624040503021	87
Bacteria	Verrucomicrobiota	SMK4-S132	WT	SMK4	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	0	0	0	0
Bacteria	Verrucomicrobiota	SMK5-S137	WT	SMK5	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.28254658996997	0.00691580483471861	0.691580483471861	109
Bacteria	Verrucomicrobiota	SMK7-S108	WT	SMK7	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	0.903089986991944	0.00293973542381186	0.293973542381186	42
Bacteria	Verrucomicrobiota	SMK8-S113	WT	SMK8	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.58357658563395	0.0104007057621767	1.04007057621767	224
Bacteria	Verrucomicrobiota	SMK9-S118	WT	SMK9	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Bacteria_/_Verrucomicrobiota	1.19497660321605	0.00422731421434405	0.422731421434405	88
Other	Other	CTRL1-S106	WT	CTRL1	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	1.79472035181684	0.0155248059399258	1.55248059399258	368
Other	Other	CTRL10-S112	WT	CTRL10	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	1.65321251377534	0.0135329095755587	1.35329095755587	264
Other	Other	CTRL2-S111	WT	CTRL2	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	1.59476075258646	0.011622031328954	1.1622031328954	230
Other	Other	CTRL3-S116	WT	CTRL3	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	2.04986381384033	0.0251006660896399	2.51006660896399	667
Other	Other	CTRL4-S121	WT	CTRL4	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	2.20366735678702	0.0388171561239868	3.88171561239868	953
Other	Other	CTRL6-S131	WT	CTRL6	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	2.09049318801118	0.0348649162861492	3.48649162861492	733
Other	Other	CTRL7-S136	WT	CTRL7	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	2.17123875626127	0.0361776140781666	3.61776140781666	884
Other	Other	CTRL8-S141	WT	CTRL8	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	1.68723160106477	0.0146659145684837	1.46659145684837	286
Other	Other	CTRL9-S107	WT	CTRL9	Pancreatic	No	None	Post	Control	191.29	42.01	Neo-Pancreatic	Other_/_Other	1.88366143515362	0.0306931363913544	3.06931363913544	453
Other	Other	Neo1-S133	WT	Neo1	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	0	0	0	0
Other	Other	Neo2-S138	WT	Neo2	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	0.778151250383644	0.00100173634299452	0.100173634299452	30
Other	Other	Neo3-S143	WT	Neo3	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	1.55428720953196	0.0110348468848997	1.10348468848997	209
Other	Other	Neo4-S109	WT	Neo4	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	0.335792101923193	0.000346792172405251	0.0346792172405251	7
Other	Other	Neo5-S114	WT	Neo5	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	0.619788758288394	0.000760395405610918	0.0760395405610918	19
Other	Other	Neo6-S119	WT	Neo6	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	1.67973064635035	0.00977255338387703	0.977255338387703	281
Other	Other	Neo7-S124	WT	Neo7	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	0.500602350569185	0.000493246319623615	0.0493246319623615	13
Other	Other	Neo8-S129	WT	Neo8	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	0.544068044350276	0.000550721445093072	0.0550721445093072	15
Other	Other	Neo9-S134	WT	Neo9	Pancreatic	No	Neomycin	Post	Neomycin only	NA	NA	Neo-Pancreatic	Other_/_Other	1.75460312860885	0.0144061236776469	1.44061236776469	335
Other	Other	SMK-Neo1-S139	WT	SMK_Neo1	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	1.31875876262441	0.00417837078651685	0.417837078651685	119
Other	Other	SMK-Neo3-S110	WT	SMK_Neo3	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	1.79819009982215	0.0182148468185389	1.82148468185389	371
Other	Other	SMK-Neo4-S115	WT	SMK_Neo4	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	1.23888208891514	0.00377024583541723	0.377024583541723	98
Other	Other	SMK-Neo5-S120	WT	SMK_Neo5	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	1.46488679830265	0.0089946245143435	0.89946245143435	169
Other	Other	SMK-Neo6-S125	WT	SMK_Neo6	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	2.03609634534828	0.0235259841946174	2.35259841946174	646
Other	Other	SMK-Neo7-S130	WT	SMK_Neo7	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	1.14612803567824	0.00437464946719013	0.437464946719013	78
Other	Other	SMK-Neo8-S135	WT	SMK_Neo8	Pancreatic	Yes	Neomycin	Post	Smoke+Neomycin	198.35	37.94	Neo-Pancreatic	Other_/_Other	1.90489578785521	0.0204704769277083	2.04704769277083	476
Other	Other	SMK1-S117	WT	SMK1	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.65801139665711	0.0161916312916919	1.61916312916919	267
Other	Other	SMK10-S123	WT	SMK10	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.77815125038364	0.0152579630188354	1.52579630188354	354
Other	Other	SMK11-S128	WT	SMK11	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	2.29885307640971	0.050456572520705	5.0456572520705	1188
Other	Other	SMK2-S122	WT	SMK2	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.79703659454402	0.0195933065028596	1.95933065028596	370
Other	Other	SMK3-S127	WT	SMK3	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	2.03875258899202	0.0353857041755131	3.53857041755131	650
Other	Other	SMK4-S132	WT	SMK4	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.90579588036787	0.040253164556962	4.0253164556962	477
Other	Other	SMK5-S137	WT	SMK5	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	2.25244847158231	0.0676987500793097	6.76987500793097	1067
Other	Other	SMK7-S108	WT	SMK7	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.82499312223654	0.0276475117239448	2.76475117239448	395
Other	Other	SMK8-S113	WT	SMK8	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.52720011906298	0.00910061754190463	0.910061754190463	196
Other	Other	SMK9-S118	WT	SMK9	Pancreatic	Yes	None	Post	Smoke only	332.25	70.83	Neo-Pancreatic	Other_/_Other	1.98602488200669	0.0276216553778162	2.76216553778162	575
