Domain	Phylum	Class	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Bacteroidota	Bacteroidia	A4-S5	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.28764179824663	0.232697337392274	23.2697337392274	27136
Bacteria	Bacteroidota	Bacteroidia	A5-S6	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.43333543652316	0.349363546834301	34.9363546834301	37958
Bacteria	Bacteroidota	Bacteroidia	A6-S7	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.36546124179647	0.352417551401463	35.2417551401463	32464
Bacteria	Bacteroidota	Bacteroidia	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.17360245865199	0.249638092959263	24.9638092959263	20866
Bacteria	Bacteroidota	Bacteroidia	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.28331738519178	0.308706093231148	30.8706093231148	26867
Bacteria	Bacteroidota	Bacteroidia	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.42170966752252	0.432581441899121	43.2581441899121	36955
Bacteria	Bacteroidota	Bacteroidia	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.47096670702588	0.425161508992122	42.5161508992122	41395
Bacteria	Bacteroidota	Bacteroidia	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.50688176003432	0.382882882882883	38.2882882882883	44965
Bacteria	Bacteroidota	Bacteroidia	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.5067562204645	0.405279671102456	40.5279671102456	44952
Bacteria	Bacteroidota	Bacteroidia	B4-S13	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.44198673641942	0.401255932519533	40.1255932519533	38722
Bacteria	Bacteroidota	Bacteroidia	B5-S14	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.45395140658328	0.401270225313776	40.1270225313776	39804
Bacteria	Bacteroidota	Bacteroidia	B6-S15	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.31455937123345	0.379146421536441	37.9146421536441	28872
Bacteria	Bacteroidota	Bacteroidia	B7-S16	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.52352350395124	0.42841031001568	42.841031001568	46722
Bacteria	Bacteroidota	Bacteroidia	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.51412064774282	0.430274797666102	43.0274797666102	45721
Bacteria	Bacteroidota	Bacteroidia	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.56898074285605	0.513125098908055	51.3125098908055	51879
Bacteria	Bacteroidota	Bacteroidia	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.38619310640409	0.308951350959008	30.8951350959008	34052
Bacteria	Bacteroidota	Bacteroidia	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.56090532737157	0.283223395143439	28.3223395143439	50923
Bacteria	Bacteroidota	Bacteroidia	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.38445582396688	0.296005376203318	29.6005376203318	33916
Bacteria	Bacteroidota	Bacteroidia	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.14634955798955	0.264196731920401	26.4196731920401	19596
Bacteria	Bacteroidota	Bacteroidia	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.48539690228796	0.307888223782664	30.7888223782664	42794
Bacteria	Bacteroidota	Bacteroidia	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.48063307519347	0.274469244037506	27.4469244037506	42327
Bacteria	Bacteroidota	Bacteroidia	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.46322087977479	0.29414998661738	29.414998661738	40663
Bacteria	Bacteroidota	Bacteroidia	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.50433491180246	0.294790292798734	29.4790292798734	44702
Bacteria	Bacteroidota	Bacteroidia	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.63255851453267	0.29527878427343	29.527878427343	60060
Bacteria	Bacteroidota	Bacteroidia	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.63701772466085	0.30561417469567	30.561417469567	60680
Bacteria	Bacteroidota	Bacteroidia	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.65350194696293	0.377802287385811	37.7802287385811	63028
Bacteria	Bacteroidota	Bacteroidia	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.3197602069483	0.169153019225092	16.9153019225092	29220
Bacteria	Bacteroidota	Bacteroidia	D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.69105621966919	0.444874575173976	44.4874575173976	68722
Bacteria	Bacteroidota	Bacteroidia	D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.7061445206117	0.43495696400626	43.495696400626	71152
Bacteria	Bacteroidota	Bacteroidia	D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.44244617097668	0.25145633587192	25.145633587192	38763
Bacteria	Bacteroidota	Bacteroidia	D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.44727988259606	0.343219151693461	34.3219151693461	39197
Bacteria	Bacteroidota	Bacteroidia	D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.56366751061048	0.297207014939222	29.7207014939222	51248
Bacteria	Bacteroidota	Bacteroidia	D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.67900585746362	0.34983016428792	34.983016428792	66841
Bacteria	Bacteroidota	Bacteroidia	D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.42605790859006	0.343451537513112	34.3451537513112	37327
Bacteria	Bacteroidota	Bacteroidia	D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.44216608578472	0.302555531256834	30.2555531256834	38738
Bacteria	Bacteroidota	Bacteroidia	E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.39243313155555	0.292838614516047	29.2838614516047	34545
Bacteria	Bacteroidota	Bacteroidia	E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.30429044525857	0.250337369935012	25.0337369935012	28197
Bacteria	Bacteroidota	Bacteroidia	E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.45062295983458	0.294319265617549	29.4319265617549	39500
Bacteria	Bacteroidota	Bacteroidia	E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.33535759014918	0.245776465051364	24.5776465051364	30289
Bacteria	Bacteroidota	Bacteroidia	E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.31965620389026	0.275779059558761	27.5779059558761	29213
Bacteria	Bacteroidota	Bacteroidia	E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.20328549113649	0.222524325993208	22.2524325993208	22343
Bacteria	Bacteroidota	Bacteroidia	E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.31833170328722	0.298916167173003	29.8916167173003	29124
Bacteria	Bacteroidota	Bacteroidia	E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.25390888783588	0.198857876061336	19.8857876061336	25107
Bacteria	Bacteroidota	Bacteroidia	E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Bacteroidota_/_Bacteroidia	3.31403283508753	0.23104348940807	23.104348940807	28837
Bacteria	Campilobacterota	Campylobacteria	A2-S3	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.17360245865199	0.0183327293138043	1.83327293138043	2074
Bacteria	Campilobacterota	Campylobacteria	A3-S4	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.13581389776259	0.0188146754468485	1.88146754468485	1900
Bacteria	Campilobacterota	Campylobacteria	A4-S5	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.36642295722597	0.0277923080221241	2.77923080221241	3241
Bacteria	Campilobacterota	Campylobacteria	A5-S6	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.11155053919095	0.0165302948025292	1.65302948025292	1796
Bacteria	Campilobacterota	Campylobacteria	A6-S7	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.28700148190225	0.0292776656028138	2.92776656028138	2697
Bacteria	Campilobacterota	Campylobacteria	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.48844998717565	0.0514087455883233	5.14087455883233	4297
Bacteria	Campilobacterota	Campylobacteria	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.50987428500472	0.0518780664360975	5.18780664360975	4515
Bacteria	Campilobacterota	Campylobacteria	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.98709142105426	0.015744068173571	1.5744068173571	1345
Bacteria	Campilobacterota	Campylobacteria	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.35616249223653	0.0325072152665797	3.25072152665797	3165
Bacteria	Campilobacterota	Campylobacteria	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.14212118989375	0.0164171733169843	1.64171733169843	1928
Bacteria	Campilobacterota	Campylobacteria	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	1.94200805302231	0.0109181723105774	1.09181723105774	1211
Bacteria	Campilobacterota	Campylobacteria	B4-S13	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.01613757861978	0.0149116080495741	1.49116080495741	1439
Bacteria	Campilobacterota	Campylobacteria	B5-S14	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.14943906428424	0.0197691415897979	1.97691415897979	1961
Bacteria	Campilobacterota	Campylobacteria	B6-S15	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.42429814268073	0.0486539724228496	4.86539724228496	3705
Bacteria	Campilobacterota	Campylobacteria	B7-S16	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.42136885542598	0.0337432032202753	3.37432032202753	3680
Bacteria	Campilobacterota	Campylobacteria	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.20411998265593	0.0209486166007905	2.09486166007905	2226
Bacteria	Campilobacterota	Campylobacteria	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.17938762768491	0.0207904731761355	2.07904731761355	2102
Bacteria	Campilobacterota	Campylobacteria	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.79249174582444	0.0501785890021593	5.01785890021593	8668
Bacteria	Campilobacterota	Campylobacteria	D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0	0	0	0
Bacteria	Campilobacterota	Campylobacteria	D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.49850746808991	0.0230181035971675	2.30181035971675	4398
Bacteria	Campilobacterota	Campylobacteria	D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.93431805893281	0.110607092250787	11.0607092250787	12021
Bacteria	Campilobacterota	Campylobacteria	D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.16647240358302	0.0159330188384517	1.59330188384517	2040
Bacteria	Campilobacterota	Campylobacteria	E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.20932348444828	0.0190987233609684	1.90987233609684	2253
Bacteria	Campilobacterota	Campylobacteria	E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.02442702284297	0.0130242551226961	1.30242551226961	1467
Bacteria	Campilobacterota	Campylobacteria	E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.27034604342198	0.0193356580829757	1.93356580829757	2595
Bacteria	Campilobacterota	Campylobacteria	E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.26380508765306	0.0207403560590078	2.07403560590078	2556
Bacteria	Campilobacterota	Campylobacteria	E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	0.86247213608368	0.000830745121732481	0.0830745121732481	88
Bacteria	Campilobacterota	Campylobacteria	E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.03342375548695	0.014919278536357	1.4919278536357	1498
Bacteria	Campilobacterota	Campylobacteria	E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.22364425291872	0.0239038508908777	2.39038508908777	2329
Bacteria	Campilobacterota	Campylobacteria	E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.66531290799592	0.0511975668483082	5.11975668483082	6464
Bacteria	Campilobacterota	Campylobacteria	E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota_/_Campylobacteria	2.38979870571733	0.027409223472102	2.7409223472102	3421
Bacteria	Deferribacterota	Deferribacteres	A2-S3	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.1186897873313	0.0015026827306397	0.15026827306397	170
Bacteria	Deferribacterota	Deferribacteres	A3-S4	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.1186897873313	0.00168341832945487	0.168341832945487	170
Bacteria	Deferribacterota	Deferribacteres	A4-S5	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.41497334797082	0.0030013291600566	0.30013291600566	350
Bacteria	Deferribacterota	Deferribacteres	A5-S6	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.00920800178682	0.00118730959327743	0.118730959327743	129
Bacteria	Deferribacterota	Deferribacteres	A6-S7	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.10429196663066	0.00178032523502464	0.178032523502464	164
Bacteria	Deferribacterota	Deferribacteres	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.8204829510037	0.010911048633128	1.0911048633128	912
Bacteria	Deferribacterota	Deferribacteres	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.12104369272478	0.00196481713412462	0.196481713412462	171
Bacteria	Deferribacterota	Deferribacteres	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.14833819048335	0.00214212972175725	0.214212972175725	183
Bacteria	Deferribacterota	Deferribacteres	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.52132491721172	0.00463214978996128	0.463214978996128	451
Bacteria	Deferribacterota	Deferribacteres	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.80955971463527	0.00756995180435634	0.756995180435634	889
Bacteria	Deferribacterota	Deferribacteres	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota_/_Deferribacteres	1.01523996655674	0.00118107396588409	0.118107396588409	131
