Domain	Phylum	SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	Taxon	NormalizedCounts	RelativeAbundance	PercentAbundance	RawCounts
Bacteria	Campilobacterota	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota	2.34947179921439	0.0209486166007905	2.09486166007905	2226
Bacteria	Campilobacterota	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Campilobacterota	2.32469391386177	0.0207904731761355	2.07904731761355	2102
Bacteria	Campilobacterota	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.93841964579319	0.0501785890021593	5.01785890021593	8668
Bacteria	Campilobacterota	D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0	0	0	0
Bacteria	Campilobacterota	D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.64424158584373	0.0230181035971675	2.30181035971675	4398
Bacteria	Campilobacterota	D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	3.08030172679391	0.110607092250787	11.0607092250787	12021
Bacteria	Campilobacterota	D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.31175386105575	0.0159330188384517	1.59330188384517	2040
Bacteria	Campilobacterota	E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.35468455395473	0.0190987233609684	1.90987233609684	2253
Bacteria	Campilobacterota	E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.16938049531195	0.0130242551226961	1.30242551226961	1467
Bacteria	Campilobacterota	E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.41580772763554	0.0193356580829757	1.93356580829757	2595
Bacteria	Campilobacterota	E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.40925665203891	0.0207403560590078	2.07403560590078	2556
Bacteria	Campilobacterota	E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	0.991226075692495	0.000830745121732481	0.0830745121732481	88
Bacteria	Campilobacterota	E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.17840134153376	0.014919278536357	1.4919278536357	1498
Bacteria	Campilobacterota	E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.36903022180915	0.0239038508908777	2.39038508908777	2329
Bacteria	Campilobacterota	E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.81117269506655	0.0511975668483082	5.11975668483082	6464
Bacteria	Campilobacterota	E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Campilobacterota	2.53542071805617	0.027409223472102	2.7409223472102	3421
Bacteria	Deferribacterota	A2-S3	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.25527250510331	0.0015026827306397	0.15026827306397	170
Bacteria	Deferribacterota	A3-S4	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.25527250510331	0.00168341832945487	0.168341832945487	170
Bacteria	Deferribacterota	A4-S5	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.55630250076729	0.0030013291600566	0.30013291600566	350
Bacteria	Deferribacterota	A5-S6	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.14301480025409	0.00118730959327743	0.118730959327743	129
Bacteria	Deferribacterota	A6-S7	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.2405492482826	0.00178032523502464	0.178032523502464	164
Bacteria	Deferribacterota	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.96473092105363	0.010911048633128	1.0911048633128	912
Bacteria	Deferribacterota	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Deferribacterota	1.25767857486918	0.00196481713412462	0.196481713412462	171
Bacteria	Deferribacterota	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.28555730900777	0.00214212972175725	0.214212972175725	183
Bacteria	Deferribacterota	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.66370092538965	0.00463214978996128	0.463214978996128	451
Bacteria	Deferribacterota	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.95375969173323	0.00756995180435634	0.756995180435634	889
Bacteria	Deferribacterota	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.14921911265538	0.00118107396588409	0.118107396588409	131
Bacteria	Deferribacterota	B4-S13	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.41161970596323	0.00256989492445752	0.256989492445752	248
Bacteria	Deferribacterota	B5-S14	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.70586371228392	0.00502041433539997	0.502041433539997	498
Bacteria	Deferribacterota	B6-S15	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.37657695705651	0.0029940906106369	0.29940906106369	228
Bacteria	Deferribacterota	B7-S16	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.69108149212297	0.0044104567252588	0.44104567252588	481
Bacteria	Deferribacterota	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.85913829729453	0.00670995670995671	0.670995670995671	713
Bacteria	Deferribacterota	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Deferribacterota	1.22010808804006	0.00154296565912328	0.154296565912328	156
Bacteria	Deferribacterota	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	2.34478512263266	0.0127472603810285	1.27472603810285	2202
Bacteria	Deferribacterota	D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.3541084391474	0.00113049349181177	0.113049349181177	216
Bacteria	Deferribacterota	D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	2.56902258602956	0.0340166724940653	3.40166724940653	3697
Bacteria	Deferribacterota	D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0.991226075692495	0.000687306694992033	0.0687306694992033	88
Bacteria	Deferribacterota	E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.65030752313194	0.00370445721648611	0.370445721648611	437
Bacteria	Deferribacterota	E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.10380372095596	0.00103874427358926	0.103874427358926	117
Bacteria	Deferribacterota	E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.09342168516224	0.000849427753934192	0.0849427753934192	114
Bacteria	Deferribacterota	E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.19033169817029	0.00117658514419254	0.117658514419254	145
Bacteria	Deferribacterota	E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	0	0	0	0
Bacteria	Deferribacterota	E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.56110138364906	0.00352565060204966	0.352565060204966	354
Bacteria	Deferribacterota	E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.69635638873333	0.00499835782905	0.499835782905	487
Bacteria	Deferribacterota	E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	2.15685190107001	0.011286592320365	1.1286592320365	1425
Bacteria	Deferribacterota	E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Deferribacterota	1.71096311899528	0.00403807326218633	0.403807326218633	504
Bacteria	Desulfobacterota	A2-S3	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	2.10585067438514	0.0111905666881757	1.11905666881757	1266
Bacteria	Desulfobacterota	A3-S4	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	1.86391737695786	0.00713967420904095	0.713967420904095	721
Bacteria	Desulfobacterota	A4-S5	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	1.93751789201735	0.00734039360288128	0.734039360288128	856
Bacteria	Desulfobacterota	A5-S6	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	1.95230800966213	0.00815469999723882	0.815469999723882	886
Bacteria	Desulfobacterota	A6-S7	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	2.18012587516405	0.0163268850821772	1.63268850821772	1504
Bacteria	Desulfobacterota	A7-S8	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	2.25935492730803	0.0216187114912963	2.16187114912963	1807
Bacteria	Desulfobacterota	A8-S9	WT	NNK-free feces	Recipient	Post-tumor	Post-tumor NNK-free feces Recipient	357.88	99.15	NNK-FMT	Bacteria_/_Desulfobacterota	1.8494194137969	0.00800864059932668	0.800864059932668	697
Bacteria	Desulfobacterota	B1-S10	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.00860017176192	0.00107691767432605	0.107691767432605	92
Bacteria	Desulfobacterota	B10-S19	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.93701610746481	0.00878157000092438	0.878157000092438	855
Bacteria	Desulfobacterota	B2-S11	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	2.46478751964594	0.0247449718149151	2.47449718149151	2906
Bacteria	Desulfobacterota	B3-S12	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.02530586526477	0.000865519852861625	0.0865519852861625	96
Bacteria	Desulfobacterota	B4-S13	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.10380372095596	0.00121241010549004	0.121241010549004	117
Bacteria	Desulfobacterota	B5-S14	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.25285303097989	0.00170371490498513	0.170371490498513	169
Bacteria	Desulfobacterota	B6-S15	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.0899051114394	0.00148391332895601	0.148391332895601	113
Bacteria	Desulfobacterota	B7-S16	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.65991620006985	0.00409869886941931	0.409869886941931	447
Bacteria	Desulfobacterota	B8-S17	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.85308952985187	0.00661584792019575	0.661584792019575	703
Bacteria	Desulfobacterota	B9-S18	WT	NNK-exposed feces	Recipient	Post-tumor	Post-tumor NNK-exposed feces Recipient	567.4	92.25	NNK-FMT	Bacteria_/_Desulfobacterota	1.02530586526477	0.000949517328691249	0.0949517328691249	96
Bacteria	Desulfobacterota	C1-S20	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.45788189673399	0.00251320111052641	0.251320111052641	277
Bacteria	Desulfobacterota	C10-S29	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	2.45423489574827	0.0157732566546903	1.57732566546903	2836
Bacteria	Desulfobacterota	C2-S21	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.25042000230889	0.00146623726860943	0.146623726860943	168
Bacteria	Desulfobacterota	C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.78532983501077	0.00808930593755056	0.808930593755056	600
Bacteria	Desulfobacterota	C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	2.36921585741014	0.0167635547369633	1.67635547369633	2330
Bacteria	Desulfobacterota	C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	2.09898963940118	0.00807968148157755	0.807968148157755	1246
Bacteria	Desulfobacterota	C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.68841982200271	0.0034577796425032	0.34577796425032	478
Bacteria	Desulfobacterota	C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.57863920996807	0.00243339488261672	0.243339488261672	369
Bacteria	Desulfobacterota	C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	2.82471144346473	0.0327874494225692	3.27874494225692	6669
Bacteria	Desulfobacterota	C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	2.70910028155117	0.0257263876787324	2.57263876787324	5108
Bacteria	Desulfobacterota	D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.81023251799508	0.00368177002830795	0.368177002830795	636
Bacteria	Desulfobacterota	D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	0	0	0	0
Bacteria	Desulfobacterota	D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	2.17435059747938	0.00776690899004014	0.776690899004014	1484
Bacteria	Desulfobacterota	D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.6170003411209	0.00371726688872122	0.371726688872122	404
Bacteria	Desulfobacterota	D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.80071707828238	0.00485800868505733	0.485800868505733	622
Bacteria	Desulfobacterota	E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.41664050733828	0.00212773171930895	0.212773171930895	251
Bacteria	Desulfobacterota	E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.78675142214556	0.00534465002308321	0.534465002308321	602
Bacteria	Desulfobacterota	E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.70757017609794	0.00372556032427277	0.372556032427277	500
Bacteria	Desulfobacterota	E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.82216807936802	0.00530680471932359	0.530680471932359	654
Bacteria	Desulfobacterota	E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	Bacteria_/_Desulfobacterota	1.34439227368511	0.00199190023506311	0.199190023506311	211
