SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	Other
C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	1.82585868202859	2.04623495193513	2.81571053978896	0	0	1.32221929473392	0.765916793966632	2.77490607493312	1.9903388547876	0.102662341897148	0	0.556302500767287	0.0280287236002435	0.552262522965547	0	0	2.63326641115542	0	1.7173930871628	0	0.185636576961912	0	1.72672720902657	1.73904464756633	0	0	0.572096767950519	0.462397997898956	2.5152113043278	0.659599312436744
C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	1.96473092105363	2.15654915133178	3.15456597565571	0	0	1.89579074825044	0.865301426102544	3.01782603803042	2.35140975192544	0	1.2679535368624	0.707570176097936	1.50965047954658	0.785329835010767	0	0.420505836570779	2.96270073170434	0	2.13054818196858	0.869231719730976	1.28330122870355	0	1.21748394421391	1.57093191839595	0	0	0.718778397689571	0.552262522965547	2.60587941485687	1.46785465369239
C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	2.21422550941516	2.29483349424429	3.14980393822702	0	0	1.62872941966548	1.46982201597816	2.9150654985674	2.65836123661605	0	0	1.21660569420398	0	1.01703333929878	0	0	2.95695239906539	0	1.462896900288	0	0	0	2.16977236944808	2.14654145263654	0.851258348719075	0.797036594544017	0.785329835010767	0.194976603216055	2.88127050392936	0.742986833320393
C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	2.2895889525426	2.24723654950676	3.13239845369883	0	0	1.22874245756426	1.33311126327542	3.01836757838785	2.39134684430132	0.403692337561129	0	0.991226075692495	0	0.556302500767287	0	0	2.9257417032489	0	1.65385543688595	0	0.0791812460476248	0	2.02105140591688	2.03235009738289	0	0	0.441956837656411	0.0910804693473326	2.64826240574804	0.653212513775344
C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	2.06333335895175	2.07224989761351	3.17349706150678	0	0	1.12385164096709	0.982271233039568	2.31048089146268	2.77036100595739	0	0	1.56268929942869	0	0.869231719730976	0	0	3.14356643076793	0	1.60242175268324	0	0.481920137601431	0	2.06107532362979	1.80888586735981	1.35153864181566	0	0	0	2.92861772278459	0
C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	2.1124932859116	2.22591205001402	3.30168094929358	0	0	2.34888872307144	1.80025871994759	2.41530729222557	2.53558945802212	0	0	1.63447727016073	0	1.99782308074573	0	0	3.25244037654914	0	2.02393800749809	0	1.43082726689261	0	2.33054904651082	1.98512696063534	1.56030524322096	0.194976603216055	0	1.08872656395386	3.07213956323974	0.514104820972832
C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	2.22036963245139	2.35717225772303	3.30613897815329	0	0	2.23367284521066	0.718778397689571	2.52361641905437	2.81939036994164	0	0	1.30391568390147	0	1.08754480953243	0	0	3.22367761613003	0	1.51321760006794	0	1.09342168516224	0	2.13703745478951	1.93026964975107	1.23044892137827	0.0543576623225927	0	1.29151684652795	3.01611366635891	0
D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	1.81335855861101	3.32261893746549	0	0	0	0	1.82325681015104	2.23392634914737	0	0	0	0	1.62940959910272	0	0	3.28653131584487	0	2.65111641604952	0.609238575955086	1.54654266347813	0	0	1.09922009548613	0	0	0	0	2.83910078270715	0
D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.308208580291105	1.99796854866934	2.98900461569854	2.46229814860965	1.87157293554588	1.34635297445064	0	1.57787460680948	3.20487030167103	0.414973347970818	0	0.255272505103306	0.583576585633949	1.11282834660605	1.86589324243111	0.0669467896306132	3.31383208185367	0.409369470452819	2.61577475620219	1.19589965240923	1.30535136944662	1.47712125471966	0	0.409369470452819	0	0	0.672097857935718	1.52113808370404	0	0
D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	1.6341412589394	3.36016408162017	0	0	0	0	0.792391689498254	3.11831985009563	0	0	0	0	0.113943352306837	0	0	3.08261784151415	0	2.38159636014063	0.665893545534433	1.19312459835446	0	0	1.48808044630625	0	0	0	0	0.531478917042255	0
