SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Atopobiaceae	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales.f__Eggerthellaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Marinifilaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Rikenellaceae	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Tannerellaceae	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales.f__Helicobacteraceae	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales.f__Deferribacteraceae	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales.f__Desulfovibrionaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales.f__Acholeplasmataceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelatoclostridiaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales.f__Erysipelotrichaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Enterococcaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales.f__Mycoplasmataceae	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39.f__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales.f__Christensenellaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014.f__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group.f__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales.f__Anaerofustaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales.f__Monoglobaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Butyricicoccaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Oscillospiraceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__UCG.010	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales.f__.Eubacterium._coprostanoligenes_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales.f__Peptococcaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Anaerovoracaceae	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales.f__Peptostreptococcaceae	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales.f__Sutterellaceae	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales.f__Chlamydiaceae	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales.f__Puniceicoccaceae	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Akkermansiaceae	Other
C3-S22	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0266812274173543	0.0271261392439195	0.0174594186485466	0.0468775279081055	0	0.217116971363857	0	0.000202232648438764	0	0	0	0.00808930593755056	0.00195491560157472	0.00877689694224236	0.231691204228011	0	0.0391522407377447	0	0.000107857412500674	0	0.00105160977188157	2.69643531251685e-05	0.00103812759531899	0	0	0.173434719301084	0	0.000930270182818314	0.00392331337971202	0.0111362778406946	0	0.00470527962034191	0	0.000215714825001348	0	0	0.0217737151485736	0	0	0.00110553847813191	0.000768484064067303	0.132057919430513	0.0225961279188912
C4-S23	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0196845861632324	0.01128841947738	0.0194471624266145	0.0683060895591113	0	0.238006503971452	0	0.00157563025210084	0	0	0	0.0167635547369633	0.00136698515022447	0.00741769310463912	0.217249913664096	0	0.0482617704616093	0	0	0.00378439046851617	0.000884943018303212	0.00676297916426845	0.00110078277886497	0	0.000352538275584206	0.197860308506964	0	0.0025972717854265	0.0124251755496719	0.0122165304477956	0	0.0016979394497525	0.00138137446759526	0.00392828364222401	0	0	0.00782059399102107	0	0	0.00091372165304478	0.000553988718775181	0.0868826982847934	0.00946817082997583
C5-S24	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0316637918736302	0.0268458116643106	0.0113154447715512	0.0681196259742955	0	0.206245866134073	4.53914689976267e-05	5.83604601398057e-05	0	0	0	0.00807968148157755	0.00554424371328154	0.00573877858041423	0.154045676786803	0.00286614704242157	0.0855240120870997	0	0	0	0.00300880594498554	0	0.00182862775104725	0	0	0.175982725303799	0	0	0.00230848042330787	0.00306716640512535	0	7.78139468530743e-05	0	0	0	0	0.0270662845137277	0.00118666268950938	0.00102455030023214	0.000992127822376697	0.000110236424708522	0.147807592047415	0.0294460943883175
C6-S25	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0420575959027481	0.0210143302541251	0.0171152858455284	0.0480399887151961	0	0.246109997902184	0	0	0	0	0	0.0034577796425032	0.00445605075268195	0.00666237458314947	0.219511136509957	0.00143953587627225	0.0517798884540542	0	0.000332757036726249	0	0.00190973603686369	0	0.000564240192709727	0	0	0.182690847011335	0	0.000151910821114157	0.00191696988548818	0.00577261120233798	0	0.00172165597262712	0	4.34030917469021e-05	0	0	0.0231627832955968	0	0	0.000383393977097635	5.06369403713858e-05	0.0963331621322492	0.0233219279653354
C7-S26	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0226919018728568	0.0194671590609338	0.00369955156950673	0.117139277235558	0	0.177631231864943	0	1.97836982326563e-05	0	0	0	0.00243339488261672	0.00170139804800844	0	0.0402400422052229	0.00501846478501715	0.111375626483777	0	0	0	0.00702980743867054	0	0.00126615668689	0	0	0.275145080453706	0	0	0.000270377209179636	0.00745185966763387	0	0	0	0.000402268530730678	0	0	0.0125428646795041	0.00424690055394355	0	0	0	0.167653653389607	0.0225731996834608
C8-S27	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0189625419737366	0.019754081838339	0.00491148027787474	0.120776200706978	0	0.174482917979754	1.96655866981972e-05	0	0	0	0	0.0327874494225692	0.00916416340135988	8.35787434673379e-05	0.0381463217978279	0.0062143253966303	0.0442623192609672	0	0	0	0.00620940899995575	0	0.0145279521732931	0	0	0.263612273292658	0	0	0.00268926898097846	0.0127482165771063	0	0	0	0.0038298730094739	0	0	0.0141051420592819	0.00521138047502225	8.35787434673379e-05	0	0.00166174207599766	0.173996194708974	0.0317599225175884
C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	0.0249457318270872	0.0295944115114001	0.00464364319494739	0.107236931569219	0	0.198377243126451	0	0	0	0	0	0.0257263876787324	0.000639634149412493	0	0.0502994192927762	0.0032586086194479	0.0962775307099939	0	0	0	0.00289094489576985	0	0.00169729691615756	0	0	0.252736072847782	0	0	9.56932979436014e-05	0.00467889862050556	0	0	0	0.00172247936298482	0	0	0.0127171356477681	0.0024175148954173	2.01459574618108e-05	0	0.00280532457655716	0.156654965223041	0.0205639860791434
D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0	0.0115208478193109	0.187756251948114	0	0.15994916920421	0	0.030096866233486	0	0	0	0	0	0.00567650514302155	0.00611408156904117	7.19303714004843e-05	0.0305644136475891	0	0	0	0	0	0.00748075862565037	0	0	0.347663461769008	0	7.79245690171914e-05	0.0506689524540245	0.0191035078044453	0.00116886853525787	0.00933296568921284	0.000551466180737047	0.00278130769415206	0.00336873906058935	0	0.00207998657299734	0	0	0	0	0.123971995108735	0
D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.000179457344147086	0	0.0171121261064124	0.0128225166866385	0.00143565875317668	0.0558459677092559	0.0541903289858344	0.0431160741679837	0.00174247292220235	0.0501785890021593	0.0127472603810285	0.00368177002830795	0	0.00125041246244421	0.00514637351441158	0	0.277180551455052	0.000995698812687055	0.000277869436098713	0	0.000138934718049357	0.000492060459758138	0.00207823182415496	0.0125793809300522	2.89447329269493e-05	0.357554285846604	0.000272080489513323	0.00690042432978471	0.0271154258059661	0.0370897807725928	0.00041680415414807	0	0.00255292544415693	0.00333443323318456	0	0.00503638352928918	0.000272080489513323	0	0	0.000642573070978274	0.0055921224014866	0	0
D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0	0.00816960673248098	0.251438744133355	0	0.161398284512057	0	0.0320375465285645	0	0	0	0	0	0.000614986243728759	0.00039488590386794	0.000187732642822463	0.254643146140152	0	0	0	0	0	5.82618546690403e-05	0	0	0.234704644764525	0	0.000148891406376436	0.0318174461887037	0.0143777310244376	0	0.000220100339860819	0.000705615795436155	0.00203916491341641	0.000796245347143551	0	0.00578087069105033	0	0	0	0	0.000466094837352322	0
D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0	0.0124339788732394	0.237718847809077	0	0.182273327464789	0	0.0149647887323944	0	0	0	0	0	0.00263473200312989	0.000336218701095462	0	0.276078345070423	0	0	0	0	0	5.50176056338028e-05	0	0	0.229784086463224	0	0	0.0208883509389671	0.0106611893583725	0	0	0.000709115805946792	0.00241466158059468	0.000984203834115806	0	0.00723787167449139	0	0	0	0	0.000825264084507042	0
D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	4.54091363182272e-05	0.00106387119374132	0.0101262373989647	0.0641760836566031	0	0.159639062236465	0	0.0276411899788523	0	0	0	0	0	0.00144011832323521	0.0786032149668513	0	0.299168364103429	0	0	0.00664919496088327	0.000402195207390013	0.0345823008160671	0.00341865926281511	0.0120269341048562	0	0.143155545752948	0	0.000304889915279526	0.0136746370512604	0.0229121527822827	0.00131686495322859	0.00437225112549788	0.00042165626581211	0.00131686495322859	0.00987324363947741	0	0.00254291163382072	0	0	0	0	0.101126146580692	0
D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0	0.00953556793107072	0.159504045392456	0	0.183715106301005	0	0	0	0	0	0	0.000227662778886904	0.00962313053833491	0.147262792896921	0	0.132963819130678	0	0	0.0115932892017793	0	0.0333350845854786	0.0154898252250359	0.00308220377569963	0	0.166298903716157	0	0.00150607684494414	0.0432997092921439	0.0444467794473048	0.00388777976253021	0.0163917200798571	0.000499106861405905	0.00268817204301075	0.00968442436341985	0	0.00488599348534202	0	0	0	0	7.88063465377745e-05	0
D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0.00011018836410875	0.00618214716525935	0.126217871392781	0	0.14755961770437	0	0.0234295258420711	0	0	0	0	0.000260972441310198	0.0087164795397606	0.0598090841607126	0	0.1819383873063	0	0	0.0036072190776654	0.000481349169527698	0.0569035909807924	0.000777117936345922	0.0089368562679781	0	0.121624756425721	0	0.000231975503386842	0.0138373387770251	0.0353182703906467	0.000521944882620395	0.0114015959914633	0.000608935696390461	0.0011018836410875	0.0114537904797253	0	0.00421035538647119	0	0	0	0	0.174747146701308	1.15987751693421e-05
D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.0114933505000864	0.00126657141212245	0.0338886359235242	0.0382012592441395	0.00558966226506932	0.175127049673675	0.0775330119800908	0.0443980383844411	0.00898114274050464	0.0230181035971675	0.00113049349181177	0.00776690899004014	0	0.00717025964713949	0.0260589217394945	0	0.195193309153334	0.000874038949687806	0.00101535063616428	1.04675323315905e-05	0.000177948049637038	0.00139218180010154	0.00238136360543684	0.00378401293786996	0.000512909084247934	0.239162178712179	0.000565246745905886	0.00272679217237932	0.0379709735328445	0.0311984801143055	0.000392532462434643	0	0.00278959736636887	0.00309315580398499	0	0.00488310383268696	0.00532797395677956	0	0	0.000507675318082139	0.000120376621813291	9.42077909843144e-05	0.00420271423113358
D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.000929316722180306	2.76034669954546e-05	0.00769216613606669	0.048149647595738	0.00397489924734547	0.134898143206787	0.0950663403323457	0.0567159235199941	0.00464658361090153	0.110607092250787	0.0340166724940653	0.00371726688872122	0	0.00445335934193335	0.00661563092324396	0	0.185062843893193	0.00213466811431516	0.000920115566515154	0	0.000202425424633334	0.000248431202959092	0.00314679523748183	0.00460977898824092	5.52069339909093e-05	0.240803444912681	0.000147218490642425	0.0014629837507591	0.0224140152003092	0.0161572293480061	0.00122375370346516	0	0.000625678585230305	0.00274194438821516	0	0.00235549585027879	0.000552069339909093	0	0	0.000975322500506064	0.00263153052023334	1.84023113303031e-05	0
D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.0459245837108313	0.00106220125589678	0.0153003842669249	0.0272032865756506	0.00395201349620419	0.182112843262832	0.0506732481489581	0.0337951826048924	0.00481895716829642	0.0159330188384517	0.000687306694992033	0.00485800868505733	0	0.0030694492174076	0.0367552875753694	0	0.28085069824112	0.000203067887156737	0.000328032740791652	0.0129338623512137	0.000335843044143835	0.00617794995157612	0.00209316129838483	0.00224155706207629	0.00014058546033928	0.203739573245025	0.000546721234652754	0.00201505826486301	0.0277734387203599	0.0191040019994377	0.000343653347496017	0	0.00167140491736699	0.00237433221906339	0.000585772751413665	0.00681058452310288	0.00290543284701178	0	0	0.000413946077665657	0.000109344246930551	0	0.000156206067043644
E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0779461878846447	0.0150806164488073	0.00954512317108319	0.0278978688774732	0.00156824847837513	0.157028296288761	0.0721224759676517	0.0273892477493515	0.00683247715443433	0.0190987233609684	0.00370445721648611	0.00212773171930895	0.000601868334943967	0.0115796076835698	0.118881711679637	0	0.359705338826442	0.000152586338436499	0.00084770188020277	0	0	0.000940949087025075	0.000432327958903413	0	0	0.0575080955529559	0.00011020124442636	0.000890086974212909	0.0040096298933591	0.00312801993794822	0	0	0.000313649695675025	0.00100028821863927	0.00459454419069901	0.000483190071715579	0.0120797517928895	0	0	0.000356034789685164	0.000856178899004798	1.69540376040554e-05	0.00116982859467982
E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0778525515820874	0.0178362157747079	0.0121897084413509	0.0128822046237437	0.00248588373166661	0.162692212081395	0.0511648140914095	0.016753080720196	0.00435917468660109	0.0130242551226961	0.00103874427358926	0.00534465002308321	0.00100323164885117	0.00159806811321425	0.21683120849462	0	0.219796512660251	0	0.000736886963315459	0.00259242160588089	5.32689371071416e-05	0.00317837991405945	0.000674739870023794	0.000301857310273802	6.21470932916652e-05	0.117458006321247	0.000266344685535708	0.00235271138889875	0.0126247380943926	0.0107869597641962	0.00022195390461309	0	0.0011275258354345	0.00119855108491069	0.0118079477254164	0.00354238431762492	0.00996129123903548	0	0	0.000506054902517845	0.000656983557654746	0	0.00303632941510707
E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0838176561754888	0.0200286123032904	0.00807701478302337	0.0272860038149738	0.00135610395803529	0.185562708631378	0.0605403552694325	0.0132033857892227	0.00637070815450644	0.0193356580829757	0.000849427753934192	0.00372556032427277	3.72556032427277e-05	0.00471655937052933	0.235462863614688	0	0.207752145922747	0	0.000931390081068193	0	9.6864568431092e-05	0.000715307582260372	0.000365104911778732	0	0	0.0745782665712923	0.000327849308536004	0.00167650214592275	0.00601305436337625	0.00483577730090606	0.00122943490701001	0	0.000953743443013829	0.000312947067238913	0.00365104911778732	0.00177336671435384	0.0214443252265141	0	0	0.000707856461611826	0.00020118025751073	0	0.00206396041964711
E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0869374705853714	0.0100780603385319	0.00852821370031971	0.0200830912543209	0.00233694152777552	0.142488518151869	0.055275158636135	0.0219899706259433	0.0036027848553206	0.0207403560590078	0.00117658514419254	0.00530680471932359	0.000202859507619403	0.00133075836998328	0.125691750920982	0	0.301157110631461	0	7.30294227429851e-05	0.000324575212191045	8.11438030477612e-05	0.015076518606274	0.000438176536457911	0.0014605884548597	4.05719015238806e-05	0.126162384978659	0.000332689592495821	0.00340803972800597	0.0171862574855158	0.0163910482156478	0.000632921663772538	0	0.00149304597607881	0.00170401986400299	0	0.00272643178240478	0.00371638617958747	0	0	0.000454405297067463	0.00137133027150717	0	0
E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.07357758498617	0.0150006136185558	0.0105920003020891	0.0219297831566427	0.00338906248524955	0.168367491432941	0.0634009572449471	0.0116209914187805	0.00707077382020032	0.000830745121732481	0	0.00199190023506311	0	0.00191637795126925	0.209055121826884	0	0.243087350961493	0.000169925138536189	0.000415372560866241	0	0.000132163996639258	0	0	0	0.000141604282113491	0.129879447554494	0.000443693417288939	0.00135940110828951	0.00955356889992353	0.00376667390421886	0	0	0.000802424265309783	0.00101955083121714	0.00428588960530166	0.000273768278752749	0.0150194941895043	0	0	0.000424812846340473	0	0	0.00048145455918587
E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0612009122869919	0.0135249534395012	0.00885396436503431	0.00996942444251895	0.00205164978537353	0.151334070333742	0.042457199199259	0.0129473044708038	0.00376467776151065	0.014919278536357	0.00352565060204966	0.00751939605804376	0	0.000826635593135937	0.233868156602627	0	0.236796239306024	0	0.000129473044708038	0.00103578435766431	0.000129473044708038	0.00498969195374824	0.000956108637843975	0.000547770573764777	0.000159351439640663	0.137560130269802	0.000239027159460994	0.00231059587478961	0.0169709283217306	0.00956108637843975	0.00106566275259693	0	0.00154371707151892	0.0020914876452837	0	0.00401366438594919	0.0104275598314859	0	0	0.000607527363630026	0.00103578435766431	0	0.00106566275259693
E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0697717382379506	0.0174378027752689	0.00875482387716561	0.0157853682568355	0.00153953526562115	0.196588389851384	0.0597442318745381	0.0186796945562033	0.00657894736842105	0.0239038508908777	0.00499835782905	0.00224772148780688	0.00770793989654323	0.00110846539124723	0.202951802282618	0	0.231946383118483	0	0.000215534937186961	0.00102635684374743	0.000123162821249692	0.00557311766154857	0.000821085474997947	0.00241193858280647	0.000153953526562115	0.0837609820182281	0.000184744231874538	0.000626077674685935	0.00665079234748337	0.0039617374168651	0.00117004680187207	0	0.000338697758436653	0.00263773708843091	0	0.00447491583873881	0.0128294605468429	0	0	0.000933984727810165	0.000184744231874538	0	0.00217587650874456
E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0624603979216829	0.0101698137118236	0.0112232289950577	0.00662938791027753	0.00219395513876568	0.139747813965277	0.0330677353947535	0.0148983018628818	0.00232068178938031	0.0511975668483082	0.011286592320365	0.0170288936763401	0.0036750728678241	0.000934609048282854	0.14395355468255	0	0.15773507793689	0	0.000340577873526803	0.0032236091750095	6.33633253073121e-05	0.00307312127740464	0.000879166138638956	0	0.000205930807248764	0.252281079711063	0.000863325307312128	0.00621752629578	0.0265571537194272	0.0182486376885059	0.000435622861487771	0	0.0025978963375998	0.00243948802433152	0	0.00267710049423394	0.00544924597642884	0	0	0.000570269927765809	0.00366715245216069	0	0.00168704853630719
E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0831009838797551	0.0110085568695318	0.0064977726500657	0.0096064480979393	0.00205108483158671	0.148439252635964	0.0513412171906547	0.0142294010191328	0.00537608563279172	0.027409223472102	0.00403807326218633	0.00118578341826106	0.0037736756081146	0.00239560298689229	0.209322821523571	0	0.249463192641733	6.40964009870846e-05	0.00104957856616351	0.00313271159824376	0.000152228952344326	0.0033330128513284	0.000504759157773291	0	0.000168253052591097	0.0984200237156684	0.000272409704195109	0.00110566291702721	0.00859692978239272	0.00562445918661667	0	0	0.000504759157773291	0.000985482165176425	0.02607922315162	0.00498349517674583	0.00934205044386758	0	0	0.00124186776912476	0.000937409864436112	0	0.00426241066564112
