SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia	d__Bacteria.p__Bacteroidota.c__Bacteroidia	d__Bacteria.p__Campilobacterota.c__Campylobacteria	d__Bacteria.p__Deferribacterota.c__Deferribacteres	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia	d__Bacteria.p__Firmicutes.c__Bacilli	d__Bacteria.p__Firmicutes.c__Clostridia	d__Bacteria.p__Patescibacteria.c__Saccharimonadia	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae	Other
C9-S28	WT	NNK-exposed feces	Recipient	Pre-tumor	Pre-tumor NNK-exposed feces Recipient	NA	NA	NNK-FMT	2.54996612431699	2.68714660361233	3.63701772466085	0	0	2.56331153845417	3.32941240887651	3.57317009778954	0	2.4663379282749	2.33431011149958	0	3.35458858787724	0
D1-S30	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	2.14077731729414	3.65350194696293	0	0	0	2.70464069125064	3.72184004593677	0	0	1.41137916622742	0	3.16975838003025	0
D10-S39	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.507084478097106	2.32662841363897	3.3197602069483	2.79249174582444	2.19944172037815	1.66678532096462	3.54601357368855	3.74509710829961	1.80032422933483	0	0.639201799332529	0.950781977329818	1.84509804001426	0
D2-S31	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	1.95972263870691	3.69105621966919	0	0	0	3.45085370745528	3.49751213658237	0	0	1.81147925138186	0	0.78837041556533	0
D3-S32	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	2.16520191662556	3.7061445206117	0	0	0	3.51342689403273	3.49181176588067	0	0	1.93232878237505	0	1.02705823273404	0
D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.176091259055681	2.09417154632447	3.44244617097668	0	0	0	3.62835973280119	3.43604900201017	0	0	1.46239799789896	0	3.04708007281626	0
D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	1.89644747676195	3.44727988259606	0	0	0	3.39126284799867	3.44396667837458	0	0	1.61126799311479	0	0.215599800339355	0
D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	1.89486965674525	3.56366751061048	0	0	0	3.49602969903599	3.51090868484194	0	0.0579919469776867	1.72310368405274	0	3.3331016591338	0
D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	2.19826423800687	2.68195155487851	3.67900585746362	2.49850746808991	1.21559980033935	2.02938377768521	3.49753186827169	3.64856909121376	1.83022194332504	1.74763372637971	1.86755166161295	0.899194943108419	0.594234653816006	0.535113201697349
D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.914569804675374	1.78482099548929	3.42605790859006	2.93431805893281	2.42336291867054	1.4750482460968	3.18957051581998	3.35832923366192	1.28523572848075	0	0.723103684052738	0.933053210369387	1.33387890727891	0
