SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales	d__Bacteria.p__Actinobacteriota.c__Coriobacteriia.o__Coriobacteriales	d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales	d__Bacteria.p__Campilobacterota.c__Campylobacteria.o__Campylobacterales	d__Bacteria.p__Deferribacterota.c__Deferribacteres.o__Deferribacterales	d__Bacteria.p__Desulfobacterota.c__Desulfovibrionia.o__Desulfovibrionales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Acholeplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Erysipelotrichales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales	d__Bacteria.p__Firmicutes.c__Bacilli.o__Mycoplasmatales	d__Bacteria.p__Firmicutes.c__Bacilli.o__RF39	d__Bacteria.p__Firmicutes.c__Clostridia.o__Christensenellales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_UCG.014	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridia_vadinBB60_group	d__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Eubacteriales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Lachnospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Monoglobales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Oscillospirales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptococcales	d__Bacteria.p__Firmicutes.c__Clostridia.o__Peptostreptococcales.Tissierellales	d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	d__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Burkholderiales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacterales	d__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales	d__Bacteria.p__Verrucomicrobiota.c__Chlamydiae.o__Chlamydiales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Opitutales	d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiae.o__Verrucomicrobiales	Other
D4-S33	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	4.54091363182272e-05	0.011190108592706	0.25145633587192	0	0	0	0	0.0800433332900865	0.299168364103429	0	0.00664919496088327	0.000402195207390013	0.0345823008160671	0.00341865926281511	0.0120269341048562	0	0.143155545752948	0	0.0425807958275491	0.00042165626581211	0.011190108592706	0	0	0.00254291163382072	0	0	0	0	0.101126146580692	0
D5-S34	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0.00953556793107072	0.343219151693461	0	0	0	0.000227662778886904	0.156885923435256	0.132963819130678	0	0.0115932892017793	0	0.0333350845854786	0.0154898252250359	0.00308220377569963	0	0.166298903716157	0	0.10953206542678	0.000499106861405905	0.0123725964064306	0	0	0.00488599348534202	0	0	0	0	7.88063465377745e-05	0
D6-S35	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0	0.0062923355293681	0.297207014939222	0	0	0	0.000260972441310198	0.0685255637004732	0.1819383873063	0	0.0036072190776654	0.000481349169527698	0.0569035909807924	0.000777117936345922	0.0089368562679781	0	0.121624756425721	0	0.0613111255451424	0.000608935696390461	0.0125556741208128	0	1.15987751693421e-05	0.00421035538647119	0	0	0	0	0.174747146701308	0
D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.0114933505000864	0.0351552073356467	0.34983016428792	0.0230181035971675	0.00113049349181177	0.00776690899004014	0	0.033229181386634	0.196067348103021	0.00101535063616428	1.04675323315905e-05	0.000177948049637038	0.00139218180010154	0.00238136360543684	0.00378401293786996	0.000512909084247934	0.239162178712179	0.000565246745905886	0.0722887782819639	0.00278959736636887	0.00309315580398499	0.00488310383268696	0.00402476618149654	0.00532797395677956	0	0	0.000507675318082139	0.000120376621813291	9.42077909843144e-05	0.000177948049637038
D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.000929316722180306	0.00771976960306214	0.343451537513112	0.110607092250787	0.0340166724940653	0.00371726688872122	0	0.0110689902651773	0.187197512007508	0.000920115566515154	0	0.000202425424633334	0.000248431202959092	0.00314679523748183	0.00460977898824092	5.52069339909093e-05	0.240803444912681	0.000147218490642425	0.0412579820025395	0.000625678585230305	0.00274194438821516	0.00235549585027879	0	0.000552069339909093	0	0	0.000975322500506064	0.00263153052023334	1.84023113303031e-05	0
D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.0459245837108313	0.0163625855228217	0.302555531256834	0.0159330188384517	0.000687306694992033	0.00485800868505733	0	0.039824736792777	0.281053766128276	0.000328032740791652	0.0129338623512137	0.000335843044143835	0.00617794995157612	0.00209316129838483	0.00224155706207629	0.00014058546033928	0.203739573245025	0.000546721234652754	0.0492361523321566	0.00167140491736699	0.00296010497047705	0.00681058452310288	0	0.00290543284701178	0	0	0.000413946077665657	0.000109344246930551	0	0.000156206067043644
E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0779461878846447	0.0246257396198905	0.292838614516047	0.0190987233609684	0.00370445721648611	0.00212773171930895	0.000601868334943967	0.130461319363206	0.359857925164878	0.00084770188020277	0	0	0.000940949087025075	0.000432327958903413	0	0	0.0575080955529559	0.00011020124442636	0.00802773680552023	0.000313649695675025	0.00559483240933828	0.000483190071715579	5.08621128121662e-05	0.0120797517928895	0	0	0.000356034789685164	0.000856178899004798	1.69540376040554e-05	0.00111896648186766
E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0778525515820874	0.0300259242160588	0.250337369935012	0.0130242551226961	0.00103874427358926	0.00534465002308321	0.00100323164885117	0.218429276607834	0.219796512660251	0.000736886963315459	0.00259242160588089	5.32689371071416e-05	0.00317837991405945	0.000674739870023794	0.000301857310273802	6.21470932916652e-05	0.117458006321247	0.000266344685535708	0.0259863631521006	0.0011275258354345	0.0130064988103271	0.00354238431762492	0.00115416030398807	0.00996129123903548	0	0	0.000506054902517845	0.000656983557654746	0	0.001882169111119
E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0838176561754888	0.0281056270863138	0.294319265617549	0.0193356580829757	0.000849427753934192	0.00372556032427277	3.72556032427277e-05	0.240179422985217	0.207752145922747	0.000931390081068193	0	9.6864568431092e-05	0.000715307582260372	0.000365104911778732	0	0	0.0745782665712923	0.000327849308536004	0.0137547687172151	0.000953743443013829	0.00396399618502623	0.00177336671435384	0	0.0214443252265141	0	0	0.000707856461611826	0.00020118025751073	0	0.00206396041964711
E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0869374705853714	0.0186062740388517	0.245776465051364	0.0207403560590078	0.00117658514419254	0.00530680471932359	0.000202859507619403	0.127022509290965	0.301157110631461	7.30294227429851e-05	0.000324575212191045	8.11438030477612e-05	0.015076518606274	0.000438176536457911	0.0014605884548597	4.05719015238806e-05	0.126162384978659	0.000332689592495821	0.0376182670929421	0.00149304597607881	0.00170401986400299	0.00272643178240478	0	0.00371638617958747	0	0	0.000454405297067463	0.00137133027150717	0	0
E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.07357758498617	0.025592613920645	0.275779059558761	0.000830745121732481	0	0.00199190023506311	0	0.210971499778153	0.243257276100029	0.000415372560866241	0	0.000132163996639258	0	0	0	0.000141604282113491	0.129879447554494	0.000443693417288939	0.0146796439124319	0.000802424265309783	0.0053054404365188	0.000273768278752749	0.00048145455918587	0.0150194941895043	0	0	0.000424812846340473	0	0	0
E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0612009122869919	0.0223789178045355	0.222524325993208	0.014919278536357	0.00352565060204966	0.00751939605804376	0	0.234694792195763	0.236796239306024	0.000129473044708038	0.00103578435766431	0.000129473044708038	0.00498969195374824	0.000956108637843975	0.000547770573764777	0.000159351439640663	0.137560130269802	0.000239027159460994	0.0299082733275568	0.00154371707151892	0.0020914876452837	0.00401366438594919	4.9797324887707e-05	0.0104275598314859	0	0	0.000607527363630026	0.00103578435766431	0	0.00101586542770922
E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0697717382379506	0.0261926266524345	0.298916167173003	0.0239038508908777	0.00499835782905	0.00224772148780688	0.00770793989654323	0.204060267673865	0.231946383118483	0.000215534937186961	0.00102635684374743	0.000123162821249692	0.00557311766154857	0.000821085474997947	0.00241193858280647	0.000153953526562115	0.0837609820182281	0.000184744231874538	0.0124086542409065	0.000338697758436653	0.00263773708843091	0.00447491583873881	0.00103662041218491	0.0128294605468429	0	0	0.000933984727810165	0.000184744231874538	0	0.00113925609655965
E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0624603979216829	0.0213930427068813	0.198857876061336	0.0511975668483082	0.011286592320365	0.0170288936763401	0.0036750728678241	0.144888163730833	0.15773507793689	0.000340577873526803	0.0032236091750095	6.33633253073121e-05	0.00307312127740464	0.000879166138638956	0	0.000205930807248764	0.252281079711063	0.000863325307312128	0.0514589405652009	0.0025978963375998	0.00243948802433152	0.00267710049423394	0.000483145355468255	0.00544924597642884	0	0	0.000570269927765809	0.00366715245216069	0	0.00120390318083893
E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0831009838797551	0.0175063295195975	0.23104348940807	0.027409223472102	0.00403807326218633	0.00118578341826106	0.0037736756081146	0.211718424510464	0.24952728904272	0.00104957856616351	0.00313271159824376	0.000152228952344326	0.0033330128513284	0.000504759157773291	0	0.000168253052591097	0.0984200237156684	0.000272409704195109	0.0153270518860366	0.000504759157773291	0.0270647053167965	0.00498349517674583	0.00287632599429542	0.00934205044386758	0	0	0.00124186776912476	0.000937409864436112	0	0.0013860846713457
