SampleID	MouseModel	SmokeExposure	FMTstatus	TumorStatus	FullMouseDescription	TumorWeight_avg	TumorWeight_sd	Study	d__Bacteria.p__Actinobacteriota	d__Bacteria.p__Bacteroidota	d__Bacteria.p__Campilobacterota	d__Bacteria.p__Deferribacterota	d__Bacteria.p__Desulfobacterota	d__Bacteria.p__Firmicutes	d__Bacteria.p__Patescibacteria	d__Bacteria.p__Proteobacteria	d__Bacteria.p__Verrucomicrobiota	Other
D7-S36	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.046648557835733	0.34983016428792	0.0230181035971675	0.00113049349181177	0.00776690899004014	0.556469720045848	0.00488310383268696	0.0093527401382761	0.000722259730879744	0.000177948049637038
D8-S37	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.00864908632524245	0.343451537513112	0.110607092250787	0.0340166724940653	0.00371726688872122	0.493025524005815	0.00235549585027879	0.000552069339909093	0.00362525533206971	0
D9-S38	WT	NNK-exposed	Donor	Tumor-naive	Tumor-naive NNK-exposed Donor	NA	NA	NNK-FMT	0.062287169233653	0.302555531256834	0.0159330188384517	0.000687306694992033	0.00485800868505733	0.603283451529257	0.00681058452310288	0.00290543284701178	0.000523290324596207	0.000156206067043644
E1-S40	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.102571927504535	0.292838614516047	0.0190987233609684	0.00370445721648611	0.00212773171930895	0.564696607497075	0.000483190071715579	0.0121306139057016	0.00122916772629402	0.00111896648186766
E10-S49	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.107878475798146	0.250337369935012	0.0130242551226961	0.00103874427358926	0.00534465002308321	0.604673461415533	0.00354238431762492	0.0111154515430235	0.00116303846017259	0.001882169111119
E2-S41	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.111923283261803	0.294319265617549	0.0193356580829757	0.000849427753934192	0.00372556032427277	0.543656115879828	0.00177336671435384	0.0214443252265141	0.000909036719122556	0.00206396041964711
E3-S42	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.105543744624223	0.245776465051364	0.0207403560590078	0.00117658514419254	0.00530680471932359	0.613187490871322	0.00272643178240478	0.00371638617958747	0.00182573556857463	0
E5-S44	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0991701989068149	0.275779059558761	0.000830745121732481	0	0.00199190023506311	0.606028566303845	0.000273768278752749	0.0155009487486902	0.000424812846340473	0
E6-S45	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0835798300915275	0.222524325993208	0.014919278536357	0.00352565060204966	0.00751939605804376	0.650781320027488	0.00401366438594919	0.0104773571563736	0.00164331172129433	0.00101586542770922
E7-S46	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0959643648903851	0.298916167173003	0.0239038508908777	0.00499835782905	0.00224772148780688	0.553370555874867	0.00447491583873881	0.0138660809590278	0.0011187289596847	0.00113925609655965
E8-S47	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.0838534406285642	0.198857876061336	0.0511975668483082	0.011286592320365	0.0170288936763401	0.62372481307819	0.00267710049423394	0.0059323913318971	0.0042374223799265	0.00120390318083893
E9-S48	WT	NNK-free feces	Recipient	Pre-tumor	Pre-tumor NNK-free feces Recipient	NA	NA	NNK-FMT	0.100607313399353	0.23104348940807	0.027409223472102	0.00403807326218633	0.00118578341826106	0.614948883120213	0.00498349517674583	0.012218376438163	0.00217927763356088	0.0013860846713457
